EmployeeNumber,Gender,City,JobTitle,DepartmentName,StoreLocation,Division,Age,LengthService,BusinessUnit,AbsentHours
5044,77,67,66,66,78,83,31.50172308,1.362452,83,0
5045,70,86,77,77,86,83,39.3929565,5.047433938,83,77.48508337
5046,77,86,77,77,86,83,42.98346677,5.670664068,83,55.43666997
5047,70,78,80,80,78,83,28.06250605,1.996731682,83,14.02853923
5048,70,65,66,66,87,83,37.15617703,6.757735004,83,0
5049,77,80,66,66,75,83,69.65950698,5.170534086,83,179.9461754
5050,77,82,80,80,82,83,35.21718644,3.719920882,83,44.89596102
5051,77,67,80,80,78,83,39.78256301,5.92430723,83,45.97664392
5052,77,83,67,67,75,83,33.36042785,4.288352345,83,0
5053,77,86,80,80,86,83,43.44233562,5.450548151,83,67.22329461
5054,77,66,80,80,66,83,40.74866332,1.184086885,83,32.14736278
5055,77,86,67,67,86,83,49.44882525,3.424920423,83,76.43034843
5056,70,84,68,68,84,83,22.69466843,5.642982735,83,0
5057,70,86,67,67,86,83,41.87576756,3.621142272,83,58.71716801
5058,77,86,67,67,86,83,48.3731078,4.13737478,83,85.29541168
5059,77,66,67,67,66,83,51.01035789,5.932458947,83,85.77876286
5060,70,68,66,66,80,83,25.49856878,3.626288357,83,51.04130337
5061,70,66,67,67,66,83,42.10168358,4.92093151,83,75.82543666
5062,70,86,77,77,86,83,24.67279,5.366942212,83,0
5063,70,70,66,66,80,83,25.69161006,2.991035178,83,0
5064,70,87,80,80,87,83,36.8507775,7.246854802,83,13.04811183
5065,77,76,66,66,75,83,44.66896336,3.630064737,83,31.76103815
5066,77,76,80,80,76,83,38.41168305,5.494778793,83,87.99300219
5067,77,78,66,66,78,83,38.06608293,5.719621362,83,45.27774842
5068,77,78,80,80,78,83,28.49686584,0.78658575,83,0
5069,77,80,66,66,78,83,46.60279129,6.7009619,83,50.60463824
5070,70,86,67,67,86,83,44.67755376,2.915989216,83,90.33658025
5071,70,86,77,77,86,83,30.98718357,4.243959259,83,0
5072,77,65,66,66,65,83,39.74101584,1.443066159,83,46.47769022
5073,77,78,66,66,78,83,34.20272258,4.099240513,83,59.00276092
5074,70,80,66,66,78,83,42.31661683,5.941677465,83,47.0812607
5075,77,86,77,77,86,83,41.22503592,4.266206057,83,47.8516254
5076,77,86,77,77,86,83,51.98095879,6.908172371,83,77.85639145
5077,77,78,80,80,78,83,47.27304943,5.301769824,83,85.28933682
5078,70,86,77,77,86,83,28.69179406,1.568797766,83,10.21863121
5079,77,86,77,77,86,83,44.20017947,4.180809988,83,89.6645079
5080,77,83,66,66,83,83,51.39123501,3.909456925,83,116.5420115
5081,70,86,77,77,86,83,40.30728744,2.851048199,83,71.72053398
5082,70,86,77,77,86,83,29.32311023,5.773257981,83,30.11064492
5083,77,86,77,77,86,83,48.64317995,4.502777675,83,43.85327129
5084,77,86,77,77,86,83,47.02732713,6.068107748,83,16.65198428
5085,77,71,66,66,87,83,46.40526364,2.76557863,83,79.55719764
5086,77,67,77,77,86,83,31.08324473,5.988494455,83,0
5087,77,71,80,80,67,83,39.27044822,3.758509438,83,7.671844929
5088,70,78,80,80,78,83,37.44507973,2.298991781,83,34.55009576
5089,70,77,66,66,87,83,52.65746464,8.550129192,83,139.9455277
5090,70,68,66,66,81,83,47.51173248,8.010657446,83,73.96230644
5091,70,80,80,80,80,83,39.87554985,3.870538831,83,30.45906246
5092,70,80,66,66,80,83,37.48069993,7.149784961,83,49.38780306
5093,70,86,67,67,86,83,29.0903506,2.741055863,83,38.43800392
5094,77,71,80,80,67,83,53.94771613,5.27068251,83,108.0755127
5095,70,82,66,66,82,83,46.35042006,7.123547015,83,94.91717172
5096,70,86,77,77,86,83,30.03090916,4.821799902,83,0
5097,70,68,80,80,81,83,30.41643676,9.376317833,83,37.47324512
5098,77,87,80,80,87,83,57.18374385,1.894725591,83,150.1618527
5099,77,86,80,80,86,83,35.91413383,5.531244242,83,16.66140061
5100,70,86,77,77,86,83,41.01960725,4.300505453,83,53.20243928
5101,70,86,67,67,86,83,38.72876912,3.778748909,83,34.86742353
5102,70,67,66,66,78,83,40.43597818,4.332038832,83,51.0701359
5103,70,86,66,66,78,83,52.40907594,3.943557642,83,144.7349625
5104,77,78,80,80,78,83,35.30835869,4.408157361,83,33.99182383
5105,70,86,67,67,86,83,33.10241463,5.148702254,83,1.860042906
5106,70,78,66,66,78,83,44.31611496,3.695549664,83,72.73067719
5107,77,66,67,67,66,83,38.32586249,1.79932297,83,38.31001269
5108,70,70,66,66,70,83,42.36264128,3.566473345,83,33.73354153
5109,77,73,68,68,84,83,28.63870389,3.277288718,83,0
5110,70,78,66,66,78,83,53.66725328,7.04526414,83,80.11866175
5111,70,87,66,66,84,83,23.29326874,2.652063308,83,0
5112,77,86,77,77,86,83,28.6029106,6.897436098,83,0
5113,77,79,66,66,78,83,36.38314382,2.713505383,83,82.16363233
5114,70,80,66,66,75,83,36.61573424,5.413782616,83,87.46801748
5115,77,82,80,80,82,83,44.92894539,6.271992322,83,61.9050748
5116,70,78,66,66,78,83,39.33586543,2.222927041,83,74.81633796
5117,77,86,67,67,86,83,41.05137203,4.056066131,83,77.70106537
5118,70,86,77,77,86,83,40.34898922,6.461151408,83,12.38164472
5119,70,66,67,67,66,83,39.63975294,5.397919964,83,33.06572753
5120,77,70,66,66,84,83,49.79241797,7.162297165,83,80.19759765
5121,70,78,77,77,78,83,42.17190988,2.294714,83,73.07878167
5122,70,66,67,67,66,83,48.63240246,5.661074002,83,91.76233545
5123,70,86,66,66,86,83,45.75589031,4.755965458,83,107.7235226
5124,77,86,67,67,86,83,48.83938528,1.79309452,83,40.66933824
5125,77,72,68,68,72,83,47.00886294,3.673272458,83,44.77634208
5126,77,83,66,66,78,83,34.16699233,3.785538568,83,46.36228703
5127,77,87,66,66,87,83,54.56810907,3.847890925,83,116.2056713
5128,70,86,67,67,86,83,11.66756428,5.244620706,83,0
5129,70,86,67,67,86,83,27.69313569,5.067935815,83,0
5130,70,86,67,67,86,83,43.09946898,5.256119551,83,90.73875672
5131,77,86,67,67,86,83,45.35247084,5.284837544,83,44.90745354
5132,70,78,66,66,78,83,26.43452892,5.504449069,83,11.7636396
5133,70,86,77,77,86,83,32.06226587,5.23934879,83,41.22688158
5134,77,83,66,66,83,83,57.88067802,3.719308983,83,110.8971595
5135,70,83,66,66,75,83,50.45648537,3.056838152,83,79.57288682
5136,70,66,67,67,66,83,32.08617533,2.973104078,83,5.739987663
5137,77,86,67,67,86,83,39.83735306,4.768711637,83,21.37781122
5138,77,86,77,77,86,83,32.17068594,7.857254668,83,0
5139,70,86,77,77,86,83,63.04466186,3.876009378,83,187.4490996
5140,77,65,66,66,65,83,49.68208719,4.28127095,83,61.79524171
5141,70,86,67,67,86,83,29.97290097,2.94017428,83,10.69313496
5142,77,83,66,66,83,83,42.53505101,5.476630716,83,39.7769449
5143,77,67,66,66,87,83,39.52189794,2.64060855,83,33.81537988
5144,70,76,66,66,81,83,20.03237541,2.383502565,83,0
5145,77,86,67,67,86,83,36.58566935,5.180720079,83,13.431379
5146,77,87,66,66,86,83,41.65175705,5.796629554,83,38.2419385
5147,70,86,66,66,84,83,50.96353271,2.653609788,83,98.97152758
5148,77,67,66,66,78,83,55.96598211,3.503246544,83,137.1612133
5149,77,86,77,77,86,83,42.65086591,2.170358758,83,93.50587584
5150,70,78,66,66,78,83,55.16129106,5.448986551,83,123.8958118
5151,77,82,66,66,75,83,49.24605328,3.468470614,83,66.27599339
5152,77,67,66,66,78,83,39.76299716,3.887453935,83,24.63253891
5153,77,82,66,66,87,83,43.73346872,2.520573776,83,57.02027399
5154,77,86,67,67,86,83,37.84356766,5.368060348,83,67.1494575
5155,77,86,67,67,86,83,53.19382159,3.693745014,83,130.4464519
5156,70,68,67,67,68,83,29.92595685,2.242531527,83,0
5157,70,83,66,66,83,83,39.963403,6.108559399,83,83.38272126
5158,70,86,67,67,86,83,48.05424752,4.167350846,83,132.7621364
5159,70,78,66,66,78,83,41.35607496,7.448325237,83,60.62608234
5160,70,86,77,77,86,83,36.48139297,3.607941149,83,66.37853798
5161,70,86,67,67,86,83,55.12639797,5.380747866,83,217.3683031
5162,77,66,66,66,81,83,38.93558272,5.905969334,83,58.73908173
5163,77,86,67,67,86,83,36.69517569,5.231100063,83,0
5164,77,86,67,67,86,83,33.30251269,6.308239328,83,17.79503858
5165,77,80,66,66,80,83,61.37050853,5.576919946,83,134.1127672
5166,77,72,66,66,80,83,50.81392664,8.626447466,83,74.35777376
5167,77,87,66,66,87,83,45.46569758,5.229791836,83,47.60072783
5168,70,76,80,80,70,83,29.38946961,4.132049051,83,1.981377917
5169,70,82,80,80,82,83,22.01414725,6.01514613,83,0
5170,70,86,67,67,86,83,51.64389462,7.676518288,83,113.0873416
5171,70,86,67,67,86,83,37.3736462,3.86831102,83,78.00231351
5172,70,86,67,67,86,83,38.96089514,4.60350419,83,45.27399523
5173,70,86,67,67,86,83,37.42691398,5.022927126,83,0
5174,77,78,66,66,78,83,30.43035404,4.618899935,83,26.09255023
5175,70,80,66,66,80,83,16.33860075,2.789029815,83,0
5176,70,83,66,66,83,83,52.10199238,8.346610938,83,104.2566963
5177,77,67,80,80,67,83,47.39821842,2.762068715,83,62.23021373
5178,77,71,77,77,71,83,46.72827625,6.978168102,83,105.4869528
5179,70,66,67,67,66,83,34.9809685,4.136960623,83,10.76630524
5180,70,82,80,80,82,83,34.53588467,5.431117461,83,32.57798482
5181,77,78,66,66,78,83,50.09680477,4.452372242,83,121.1221506
5182,70,66,68,68,84,83,60.03594161,1.678067056,83,156.4061567
5183,70,78,66,66,78,83,28.71519198,4.343108247,83,0
5184,70,84,66,66,87,83,52.15796241,4.634531326,83,92.49252162
5185,77,86,67,67,86,83,42.26111987,5.666855868,83,48.90813038
5186,77,84,66,66,80,83,33.01082407,4.137049908,83,48.26288398
5187,70,86,67,67,86,83,33.60960349,2.986753857,83,0
5188,77,86,77,77,86,83,53.98865801,2.89082749,83,114.8334728
5189,70,78,66,66,78,83,40.69877825,3.987738579,83,37.41816589
5190,77,78,66,66,78,83,30.9006831,5.280754799,83,0
5191,70,80,66,66,78,83,31.14808104,5.739546192,83,0
5192,77,67,66,66,78,83,46.26212057,5.06355573,83,109.9120342
5193,77,77,66,66,75,83,52.92462261,2.435973227,83,68.97765802
5194,77,67,66,66,78,83,57.28973118,3.594612665,83,140.4220607
5195,77,67,77,77,86,83,39.55309328,5.568662732,83,31.96400701
5196,70,78,66,66,78,83,37.6844455,2.2787699,83,4.811301264
5197,70,86,67,67,86,83,26.5346364,3.724019978,83,0
5198,70,86,67,67,86,83,30.81162266,4.579141989,83,17.76911041
5199,70,68,66,66,81,83,63.38979572,4.917791551,83,158.0838141
5200,77,78,77,77,78,83,54.46934128,1.822046798,83,143.7278332
5201,70,86,67,67,86,83,44.70274804,4.491229112,83,127.5380539
5202,70,67,66,66,67,83,48.66734002,3.052497104,83,106.3921395
5203,77,86,67,67,86,83,30.5777786,3.719987559,83,0
5204,70,86,77,77,86,83,27.40896336,2.838222401,83,6.422357716
5205,70,83,66,66,83,83,40.05111196,5.029288133,83,49.79632863
5206,70,76,68,68,86,83,28.8445787,6.143424842,83,0
5207,70,80,83,80,80,83,60.871421,4.915370085,83,202.0219482
5208,70,71,68,68,84,83,31.32808347,4.682628932,83,39.65146035
5209,70,67,66,66,78,83,42.3545475,2.519926772,83,62.3853789
5210,70,72,66,66,67,83,33.02012678,3.417576037,83,31.19846638
5211,77,67,80,80,67,83,45.09141881,6.753842365,83,98.98914301
5212,77,76,77,77,86,83,45.52168165,4.398690568,83,105.7105493
5213,77,87,66,66,83,83,51.57693982,5.77568219,83,74.24128794
5214,70,78,66,66,78,83,39.7849704,5.080797882,83,0
5215,77,78,66,66,78,83,45.48376449,6.720835862,83,49.5685911
5216,77,78,68,68,78,83,36.95890711,7.684177653,83,27.70899255
5217,77,78,66,66,78,83,36.95132295,5.962061431,83,0
5218,70,70,80,80,70,83,37.12183492,3.773122347,83,60.98110027
5219,70,83,66,66,83,83,39.39361827,4.990995324,83,29.94830857
5220,70,78,66,66,78,83,48.1734401,3.471676773,83,121.670728
5221,77,86,77,77,86,83,41.56631869,6.492786684,83,53.6561468
5222,70,83,66,66,83,83,27.75922302,2.530149652,83,0
5223,70,78,66,66,78,83,54.91632746,6.023496358,83,124.0877602
5224,77,67,66,66,67,83,35.60464265,6.846641862,83,0
5225,77,67,66,66,75,83,43.89473682,1.834709562,83,51.49071223
5226,70,86,67,67,86,83,49.87316103,5.318552029,83,80.39919386
5227,70,80,66,66,75,83,41.63497742,6.598229201,83,103.411559
5228,77,70,80,80,70,83,52.4484581,4.931836672,83,151.9056382
5229,77,83,66,66,87,83,34.4251904,1.325458632,83,29.14747023
5230,70,65,66,66,65,83,25.57845703,4.542776922,83,0
5231,70,71,66,66,87,83,34.91076747,7.302955937,83,38.72533362
5232,77,84,68,68,84,83,50.549675,5.463583137,83,71.09588601
5233,77,80,66,66,75,83,40.9770151,4.249174918,83,51.03352893
5234,70,86,67,67,86,83,32.75672283,5.071614457,83,0.876911572
5235,77,86,77,77,86,83,46.72161222,2.115039532,83,109.3879884
5236,77,68,68,68,68,83,46.28663338,5.285985378,83,8.485317019
5237,70,82,80,80,82,83,22.54202546,5.567287504,83,0
5238,77,86,67,67,86,83,43.83995769,3.398857195,83,43.34724619
5239,70,83,66,66,83,83,53.78090815,4.093125395,83,131.1536
5240,77,87,66,66,83,83,37.69267847,3.279073087,83,29.06677766
5241,70,86,67,67,86,83,44.01666806,3.547689527,83,78.63675362
5242,77,65,83,80,65,83,52.47834095,4.81315124,83,107.7923578
5243,77,86,77,77,86,83,32.51968841,5.497236714,83,0
5244,77,86,77,77,86,83,42.54383738,4.333080268,83,9.332158845
5245,70,75,66,66,75,83,33.33971486,3.6961321,83,30.08043712
5246,77,67,77,77,71,83,39.24919565,4.584763029,83,32.18904548
5247,70,78,66,66,78,83,47.99745227,5.467337259,83,78.09495159
5248,77,82,80,80,82,83,28.96655928,3.894142956,83,0
5249,77,78,77,77,78,83,40.70431409,2.422080912,83,49.32774325
5250,77,82,80,80,82,83,45.55292215,5.355195184,83,76.56610358
5251,70,89,80,80,67,83,37.15465725,6.880747247,83,47.37048409
5252,70,67,80,80,67,83,26.89344268,4.623415798,83,42.47880613
5253,77,80,66,66,80,83,51.69198588,6.246249109,83,64.43877191
5254,70,86,67,67,86,83,42.96368499,5.717570817,83,43.17986724
5255,77,78,66,66,78,83,57.01615516,3.888290242,83,157.6039422
5256,77,67,66,66,78,83,42.86909792,4.203123561,83,67.98824146
5257,77,67,66,66,78,83,50.15866338,4.106556742,83,108.690275
5258,77,80,66,66,78,83,37.4164273,6.101894849,83,25.65485558
5259,77,78,66,66,78,83,37.13635683,5.232026438,83,68.33541515
5260,77,86,77,77,86,83,30.91596368,5.079161735,83,0
5261,77,76,66,66,76,83,46.91669256,5.089203917,83,57.39046567
5262,77,76,68,68,86,83,28.27223749,2.339049665,83,0
5263,70,75,67,67,66,83,35.99773755,5.066646949,83,54.86357843
5264,70,67,77,77,86,83,47.5732355,4.054527403,83,83.94923022
5265,70,86,77,77,86,83,32.82621407,3.385137062,83,30.39683704
5266,77,66,67,67,66,83,45.56260487,6.065511899,83,46.15046687
5267,77,86,67,67,86,83,53.79879388,2.1640561,83,96.29948616
5268,70,66,67,67,66,83,30.48922532,4.075252541,83,71.80071167
5269,77,86,67,67,86,83,38.38882563,1.44070744,83,39.10281555
5270,77,86,77,77,86,83,59.65693351,4.187710837,83,111.8314596
5271,77,67,80,80,67,83,42.36123018,5.489950389,83,53.06820201
5272,70,67,66,66,87,83,40.21196695,4.006964177,83,66.3108859
5273,70,78,66,66,78,83,57.69941918,5.687674099,83,172.9136734
5274,77,83,66,66,67,83,40.9381678,5.600743632,83,6.522189585
5275,77,70,80,80,67,83,38.24192733,4.432559901,83,55.04826869
5276,70,82,66,66,82,83,31.72665413,5.914577929,83,79.48201393
5277,70,86,67,67,86,83,33.76301633,3.095308071,83,16.92537325
5278,77,86,77,77,86,83,53.85452471,4.205073627,83,135.3423858
5279,70,86,67,67,86,83,50.15272915,3.279213932,83,84.56058538
5280,77,84,68,68,84,83,45.94233514,1.236277664,83,42.55119029
5281,77,66,66,66,75,83,42.86021859,1.90508318,83,53.61361129
5282,70,78,66,66,78,83,36.92666837,6.931051517,83,37.32322443
5283,77,67,66,66,67,83,59.42901031,5.61356505,83,121.1914572
5284,70,71,66,66,75,83,39.07843366,3.560896875,83,49.67643385
5285,70,79,66,66,75,83,33.11499661,3.961031655,83,0
5286,70,86,68,68,86,83,35.98842381,2.240093213,83,14.71653271
5287,70,78,66,66,78,83,25.94366588,3.587818886,83,2.472206451
5288,70,66,68,68,66,83,29.63312679,4.414817526,83,0
5289,70,86,67,67,86,83,39.4715857,3.104790868,83,26.9161672
5290,77,66,66,66,80,83,32.52017252,6.247060851,83,0
5291,70,70,66,66,75,83,37.53322423,4.487008466,83,65.98885232
5292,70,86,67,67,86,83,37.30217943,5.04218726,83,55.75660874
5293,70,65,66,66,75,83,47.89868334,6.922923756,83,88.78912487
5294,70,83,66,66,83,83,45.72921951,2.076081816,83,101.6129351
5295,77,86,67,67,86,83,47.03177506,3.238474722,83,59.96287622
5296,70,86,67,67,86,83,65.33951135,5.639733656,83,206.7669254
5297,77,76,68,68,84,83,50.32340976,6.938263593,83,100.4267095
5298,70,86,77,77,86,83,58.27566089,2.971643765,83,170.0396297
5299,77,65,68,68,84,83,33.01046404,3.494965115,83,21.19862098
5300,77,70,66,66,76,83,47.47311014,5.548972481,83,84.57375577
5301,70,87,66,66,83,83,39.46783636,6.197229901,83,9.872257681
5302,70,69,80,80,67,83,44.99783318,4.187153044,83,96.8529641
5303,77,67,68,68,78,83,53.74828905,2.358425586,83,103.0125762
5304,77,75,80,80,67,83,47.25147218,4.440165281,83,132.5223241
5305,70,78,66,66,78,83,26.83589124,3.981238575,83,17.16668717
5306,70,82,66,66,75,83,28.63849628,4.472109137,83,0
5307,77,78,66,66,78,83,40.96822671,4.558672415,83,55.73178484
5308,70,65,66,66,75,83,35.63887451,5.948653545,83,10.63658347
5309,77,70,66,66,80,83,40.93639642,5.99292071,83,2.230050436
5310,77,86,68,68,86,83,53.19973779,6.959720559,83,80.99082112
5311,77,86,77,77,86,83,42.67663604,2.817421717,83,48.39965732
5312,70,78,68,68,78,83,25.68493321,4.082490195,83,0
5313,77,83,66,66,75,83,31.99467669,1.871330052,83,0
5314,77,86,77,77,86,83,42.87278115,5.052075133,83,44.12591358
5315,70,84,66,66,84,83,14.19308894,4.658933185,83,0
5316,70,86,77,77,86,83,61.07232165,5.748793384,83,140.2983688
5317,70,86,67,67,86,83,45.37524848,6.009367758,83,110.9343603
5318,77,86,77,77,86,83,44.88003841,5.598603695,83,31.37819016
5319,77,67,68,68,78,83,37.05902288,5.019613057,83,50.95891701
5320,70,66,67,67,66,83,55.74923404,4.167471323,83,101.0860164
5321,70,78,68,68,78,83,39.16580293,4.261786469,83,87.39381431
5322,77,82,66,66,82,83,44.91839994,9.293488513,83,76.84432442
5323,77,86,67,67,86,83,69.23265303,4.900633083,83,182.709586
5324,77,84,66,66,80,83,46.34273605,1.692213115,83,47.92329327
5325,70,86,67,67,86,83,43.21972327,5.309273237,83,68.15333527
5326,70,86,77,77,86,83,49.54573898,5.365976538,83,102.1698666
5327,70,82,66,66,84,83,40.69335012,4.433744513,83,61.36690033
5328,77,75,66,66,75,83,39.69719349,2.840572419,83,13.00241925
5329,70,77,66,66,80,83,47.29229024,9.048663649,83,99.2613103
5330,77,78,68,68,78,83,34.3628221,3.152858481,83,14.28747876
5331,77,87,68,68,87,83,63.98928924,6.24026701,83,200.479212
5332,70,78,68,68,78,83,38.94000847,4.08769571,83,61.96529862
5333,70,80,66,66,80,83,24.96448173,6.00389133,83,0
5334,70,84,68,68,84,83,41.65342574,3.726719083,83,14.34192069
5335,77,86,77,77,86,83,51.47423086,0.89622044,83,135.834506
5336,77,67,66,66,67,83,35.72889916,4.06901112,83,25.63681693
5337,77,65,68,68,86,83,26.44113561,7.05900703,83,7.012325182
5338,70,84,66,66,84,83,45.57162675,4.310006609,83,118.7500705
5339,77,78,68,68,78,83,30.54233704,4.774076786,83,24.41921395
5340,77,86,67,67,86,83,35.97321119,7.205675856,83,17.94505012
5341,77,78,66,66,78,83,56.93360443,4.734414767,83,125.6588559
5342,70,78,68,68,78,83,34.60559792,5.276164168,83,12.65544746
5343,77,78,66,66,78,83,31.15013557,3.654980424,83,51.97830168
5344,70,71,66,66,84,83,35.75126442,4.037915086,83,55.55412841
5345,70,86,67,67,86,83,38.94515654,4.445653695,83,99.87555814
5346,70,85,68,68,78,83,53.12377454,5.119914506,83,172.6554424
5347,70,76,68,68,84,83,38.54383361,2.951847842,83,48.13701864
5348,77,84,83,80,84,83,43.10198949,4.77369975,83,57.33340905
5349,77,86,67,67,86,83,52.60433752,3.304733136,83,72.22081804
5350,77,66,66,66,75,83,48.78077188,4.511221603,83,88.78411913
5351,70,86,67,67,86,83,38.99718645,6.304400586,83,65.86046848
5352,77,66,68,68,66,83,37.47613071,3.400392221,83,32.72192631
5353,70,86,80,80,86,83,31.57033846,3.520752032,83,11.8160601
5354,70,86,67,67,86,83,23.0220844,7.450134358,83,0
5355,70,70,80,80,70,83,25.66670235,4.470087848,83,0
5356,70,67,68,68,78,83,45.46297924,6.160869666,83,101.8289843
5357,77,77,66,66,70,83,28.27581007,5.295288562,83,0
5358,77,79,66,66,75,83,29.12998347,3.096293566,83,25.31314712
5359,70,75,66,66,75,83,39.57765423,3.207613482,83,37.33549461
5360,77,65,66,66,65,83,44.64913184,3.642386075,83,57.88861825
5361,70,70,80,80,70,83,45.98376199,4.06827155,83,77.90983045
5362,77,75,66,66,75,83,53.67899194,4.492124655,83,93.21242494
5363,77,86,67,67,86,83,22.83375218,2.905734253,83,0
5364,70,65,66,66,67,83,42.38275495,5.944275128,83,67.14174781
5365,70,84,83,80,84,83,53.26065746,4.221139481,83,104.1237053
5366,77,66,66,66,75,83,44.84782573,5.238707218,83,99.30708005
5367,77,83,66,66,83,83,46.11838444,6.293980213,83,63.6757414
5368,77,66,66,66,83,83,36.17217088,4.539095283,83,56.70451388
5369,70,70,66,66,70,83,47.72659454,5.105639378,83,104.2927467
5370,77,67,68,68,78,83,53.23121861,6.873204526,83,59.52981856
5371,77,86,67,67,86,83,50.1670686,6.385909269,83,98.60444068
5372,70,70,66,66,70,83,42.58609794,5.299937822,83,84.621191
5373,70,83,68,68,67,83,52.10656596,2.369660572,83,142.7134952
5374,77,86,67,67,86,83,49.55251637,3.232923158,83,100.3996135
5375,77,78,66,66,78,83,41.90340621,4.092004386,83,66.4087424
5376,77,78,68,68,78,83,31.22841977,3.441088015,83,0
5377,77,67,68,68,78,83,39.59149937,3.047967642,83,35.23270952
5378,77,86,67,67,86,83,56.09370089,4.336118588,83,124.7234124
5379,70,87,68,68,87,83,48.10898518,3.981579891,83,58.73234112
5380,70,80,83,80,80,83,35.23125525,4.363717099,83,61.06343827
5381,70,76,66,66,75,83,43.88831009,3.83812499,83,63.26922227
5382,77,78,66,66,78,83,40.57483805,6.360838241,83,24.65369632
5383,77,83,80,80,86,83,37.14251607,4.596080129,83,35.04954416
5384,77,80,68,68,78,83,65.16210494,4.871502326,83,198.3897497
5385,70,75,80,80,67,83,32.84901567,4.257008156,83,17.08153529
5386,70,71,68,68,87,83,36.99239415,3.854227733,83,37.56701074
5387,70,71,77,77,71,83,50.24417162,6.473267008,83,61.07854352
5388,77,85,68,68,78,83,45.97881262,4.260346771,83,74.30929287
5389,77,86,67,67,86,83,43.60582928,4.418810368,83,79.19759974
5390,70,87,66,66,87,83,36.94718642,4.768575341,83,47.19370097
5391,77,67,68,68,78,83,40.28544885,5.491956201,83,44.92724151
5392,70,68,66,66,75,83,39.64811977,5.776317605,83,63.77906222
5393,77,80,68,68,78,83,28.63727936,5.688543767,83,0
5394,77,68,66,66,81,83,32.20086547,3.469123672,83,32.45280972
5395,70,80,68,68,78,83,29.75496816,4.345229206,83,2.504023823
5396,77,87,66,66,87,83,43.30697132,5.62494168,83,73.19771525
5397,70,86,80,80,86,83,44.85532837,5.181656341,83,73.36610336
5398,70,78,66,66,78,83,45.10258651,5.364933295,83,71.78177906
5399,77,87,68,68,87,83,38.88383839,4.155446623,83,46.12371953
5400,70,78,66,66,78,83,33.0339604,2.417332342,83,30.1118422
5401,77,66,68,68,86,83,51.13861935,5.755707575,83,86.56616459
5402,70,84,83,80,84,83,35.12960938,4.210665334,83,11.40750793
5403,77,83,66,66,83,83,26.59074859,5.425369909,83,0
