TV,Radio,Social Media,Sales
63,23.91406052,3.340211678,224.8081681
32,5.58329736,1.811827945,114.1926467
80,30.28224548,7.438100621,283.2811538
79,23.13587607,1.40636985,279.5126168
27,7.759085036,1.017372135,94.71314891
28,10.80138028,3.119772273,95.96736372
23,6.674391648,0.15301899,83.3869198
56,13.21843022,3.196613591,203.5649727
88,27.54281898,4.614034843,315.3768673
33,8.767063323,3.074580992,119.1906975
56,14.65286853,2.096605189,200.4501628
47,18.22307143,1.474865689,169.7622455
89,31.06459542,6.00634362,321.353775
64,12.6264151,1.734419715,232.3602699
20,5.529660156,1.538808526,71.37816586
85,18.80897495,5.653697173,303.0271396
68,28.1018425,1.426340997,245.4946136
89,31.10587709,4.739285667,314.6516345
54,9.674174412,1.365669378,191.1595594
74,20.16118814,2.57120506,261.5225806
84,26.42486812,1.19268299,301.0353218
98,33.39717323,7.286840033,350.3919102
26,8.893581105,0.236530774,88.35156547
87,19.91736078,3.127906282,306.2487772
49,9.296765758,1.840306536,170.806851
100,37.71103171,8.096590776,355.6437032
69,20.31132319,2.926078332,250.0282238
70,23.02194895,8.345155386,245.4126376
93,16.53028988,2.319053522,336.2135837
26,15.20439445,3.615245315,92.66783206
88,34.39190309,5.058448106,307.9807713
19,14.70872866,2.737595238,70.95160392
25,17.80623496,2.724311667,90.53373293
42,7.59338776,0.350837784,154.3461066
59,10.57227241,0.978358792,206.2240263
78,25.39863272,5.864782672,273.60741
16,3.849731765,1.23722102,57.15088632
94,27.47401916,5.880689586,336.3336192
37,14.95661588,3.961661465,128.7187909
45,16.92875024,0.551052977,162.2357016
64,26.89935681,7.413317734,222.4696465
81,29.72285354,1.837938386,291.3337296
46,8.066799135,0.508134517,165.2759528
100,32.72043521,4.622529206,355.3688708
30,11.03989483,0.224889558,108.360295
74,26.11537916,5.268664251,263.9934407
25,7.787564905,1.171257249,82.73231231
17,6.337465655,1.733237745,63.18462712
34,12.63758596,0.308467931,112.8147944
21,2.126632572,1.771582974,73.67573204
56,8.731409299,3.349439969,199.5647998
77,29.54985454,5.219418108,271.7395527
42,15.20469724,2.230216304,151.2248068
11,4.512800943,2.2934618,35.05080497
20,10.33151042,1.335153841,69.4310121
27,6.665685049,1.885684114,95.65706989
54,26.55541659,4.633747811,192.9436776
14,9.102133973,0.114328704,50.32466078
52,14.79010177,3.012857573,179.1528586
50,23.42542742,1.702195369,177.0023893
50,19.57574792,0.47773224,176.8909589
78,19.20396374,2.635150336,275.7605866
54,15.69645629,3.306405925,184.643663
57,21.18777348,1.021528117,200.0908822
56,15.92090337,0.310011712,197.1262712
94,25.30668459,8.030213252,332.6334624
58,18.16916172,0.137570341,204.3054142
74,19.41782899,4.035883388,265.9391924
96,37.19547402,8.66657884,337.2020617
82,28.51798649,5.24218225,291.5637059
48,14.59080695,0.457234705,175.001346
46,22.78233554,1.590795934,164.5918119
97,42.19441845,5.549949955,344.7151915
15,1.724488258,2.238012224,52.14299852
23,4.290951161,0.999133071,86.23968543
17,9.735393504,4.97714354,62.67089721
29,11.27808484,3.290785312,100.8025627
79,33.57670036,2.990845572,282.0397908
28,10.82316525,0.023109357,94.73689499
39,19.19282825,1.538106706,140.8227323
97,35.7618836,7.309638816,347.3233081
15,2.251002844,2.071719253,44.76171723
73,38.76584877,3.606399358,258.9137088
26,15.96243391,3.251310532,94.26338068
44,0.132417912,0.091141363,155.7968397
73,25.14783209,3.786915705,256.954759
75,25.70465202,5.893578362,263.5301403
59,13.04265832,1.123624456,213.4828328
22,9.963834215,5.045815917,72.56953736
93,26.97803866,6.000294191,327.3526318
39,8.192233052,1.786003784,139.7761666
22,5.538209038,3.675905542,80.25905423
19,7.726151916,2.074506079,66.31751682
63,19.33340894,6.70398406,225.4610415
66,19.53230719,3.884088166,235.9187645
92,31.62614758,2.225636163,327.8182529
84,28.27780956,3.840343724,299.0219882
47,13.83842892,2.524159498,166.7838325
46,14.71086338,0.961338138,166.2649357
45,18.63377368,1.63969465,168.6752956
59,23.06216322,2.518604614,207.2001801
15,3.013590798,4.312852977,51.37877069
11,0.038150719,0.266766715,34.05955871
88,35.92794676,8.670850647,311.9081452
21,6.326904995,1.731504711,78.82350018
65,25.28510272,12.05474882,228.4543835
91,27.85349299,7.912248122,327.304958
74,26.3268719,0.204875336,267.4578554
90,28.58855473,4.505421748,319.4801251
58,20.90685872,4.012199218,210.1743325
62,27.34392422,1.912193777,221.5407249
69,26.11436417,2.022409609,244.2670557
14,4.432798462,0.637216069,48.50317794
51,11.9448119,1.367738794,180.2701025
17,6.644540939,0.889902454,57.85481043
89,22.22106752,4.799168916,321.5551625
12,3.188129588,1.048343863,40.58860539
77,28.84546272,2.077203913,277.7545
35,14.30888641,1.266797266,123.4672451
45,16.51570417,6.973442838,160.1700141
69,21.53031815,0.808431096,244.3593923
36,12.46065694,1.91697969,130.308934
90,30.76362901,3.521698276,320.1647752
68,18.5450234,3.901617087,246.5262933
97,32.66492942,3.404343568,342.131861
88,20.3636207,5.245145153,313.5980144
37,18.11528843,3.862596413,129.2207028
26,12.88857643,4.686955087,91.42400652
100,34.99956608,3.442713665,354.6234629
85,24.15551314,4.220903998,303.2976855
55,24.07212451,5.369232218,194.5590745
52,20.30070166,4.283666628,184.9717778
34,11.61161414,3.240610721,114.6961146
70,23.31774328,5.445912683,249.273605
34,12.36083061,5.470915563,121.709956
74,28.296297,5.03540586,260.0953411
20,6.660924603,0.657145317,74.78780996
76,21.01001801,4.471264224,275.7361419
50,11.75894464,0.697241088,173.1877931
33,10.17684557,1.872567716,117.5528494
14,1.171320283,2.402996799,47.39172408
34,8.964285289,2.893730794,123.3492232
47,11.99797611,2.844788545,172.2701919
79,28.99004026,5.70656376,287.583199
17,7.089038619,0.26723685,56.96744934
52,15.04080543,2.272803588,182.727109
38,14.03210293,0.298856444,141.2176727
86,27.93960266,6.37750394,307.7189371
33,3.887493556,2.279986256,116.0153021
33,8.231079212,1.830718076,118.4636653
23,12.15512676,2.918798045,85.0929438
66,16.43219543,3.237042142,236.891033
69,21.32044497,4.852932371,249.2061005
96,31.45066121,5.395932867,343.9108493
20,8.556137899,2.255180617,79.28170883
43,17.61064561,1.7945904,149.4068721
59,21.49268803,1.530348612,205.6847968
40,23.74013807,2.669949446,137.1688236
16,2.452537089,0.865971168,61.06091789
100,36.07233519,7.343767899,353.6186338
87,26.99627762,1.866030869,312.1486992
37,14.07541414,0.27774083,131.6662526
26,2.411407696,1.128846504,93.18048032
21,1.086564488,1.233637133,75.25843567
86,18.90730836,4.165039776,305.2043714
95,25.73376486,2.270527985,336.6571388
88,32.8470874,6.447430549,310.7435048
79,23.39125587,5.083688528,281.8609461
93,34.11216622,2.786386971,329.1673553
49,10.55474179,0.342502633,178.562485
39,10.42906573,4.37599992,138.4315947
53,25.16287834,5.689885638,186.5292231
49,14.16394929,1.040513946,173.8000165
78,21.17355108,1.521428549,279.8417838
95,28.46452027,3.601174633,344.9207919
55,20.873105,2.839873992,193.9000676
90,24.74690445,7.061842686,323.8554048
20,7.833709453,4.783670357,71.07465941
57,16.22435758,2.816390044,209.5364989
37,7.139056221,2.660930829,129.8872684
49,18.91431788,0.747304256,172.2528762
31,12.53100733,2.685308786,114.0487612
16,1.575240439,2.036787105,59.08480912
24,11.01989424,0.759861818,86.73732416
62,17.83636305,3.980693917,222.5440304
99,35.23872291,2.678608349,353.0973035
99,29.65963013,7.73038091,353.5486523
75,21.56510793,6.507939785,267.8527494
68,11.14928351,3.602205534,240.9624117
98,34.89357897,6.591226551,352.3186779
26,10.72282034,2.627919227,90.79028582
15,1.619455174,0.263737433,56.22270792
75,24.76678077,8.778415289,264.8282337
61,9.879165582,1.436028111,213.0716274
16,3.815213208,0.3327901,53.21920964
53,19.36161231,1.654827873,189.6550645
13,1.430684248,1.661340041,46.63333169
62,21.56658905,1.046840025,219.9001444
21,6.753057335,1.970540402,75.12415924
61,26.01795786,4.539550507,216.5499263
13,1.523935466,3.518965997,51.33690796
67,23.74360068,2.231237256,237.0171391
90,30.45987894,6.350355454,315.1792046
50,21.86344116,5.987261805,176.9233723
12,7.525871114,4.351137632,45.3684816
75,20.29945501,8.637936045,268.5657321
60,31.9179502,1.642863312,215.7581688
74,22.32464234,4.001166429,266.3627574
10,2.687161173,2.552869928,37.08405319
54,13.68614516,0.864997463,199.0335836
40,9.95269779,0.498155859,146.8899396
51,27.45609511,1.952142405,181.3418933
80,19.32978829,2.659791544,286.7241475
14,2.648968868,2.182940143,55.57428349
29,8.943415485,2.715735436,105.320521
61,9.574189313,1.846560373,215.9117227
83,31.88569222,3.03815294,296.2449421
15,7.631560662,1.459345124,55.44668068
39,21.55430149,3.285517042,145.7086026
58,20.76268193,4.156663595,208.8131736
64,20.53317132,4.245637001,226.7806507
59,21.18724484,1.117233143,206.6212101
89,30.51487365,9.431987087,314.25191
64,26.37581692,3.715556358,225.7821031
14,2.359354088,1.141379612,50.49789748
54,13.09647398,1.75071503,195.8150488
40,6.151431894,5.955430467,143.1785436
23,9.665970142,3.653518074,77.78736554
67,22.28131803,5.024264569,237.488704
37,4.539363375,0.807812497,128.1104963
33,20.81105562,4.438582726,118.5002089
97,29.94711311,4.767623725,345.9467083
67,16.70537458,2.657607685,238.3346609
27,2.742980844,0.29066076,96.01512547
46,13.78266234,0.176731945,164.256028
17,6.933958113,1.745695372,60.64135781
70,25.1423791,3.418215318,248.981991
97,30.53983841,8.846154241,348.4529616
100,30.10706369,8.054539885,357.7881952
18,1.481611067,2.321315362,59.54822642
63,15.79820177,4.337964302,225.7454019
47,15.58848883,4.779978973,166.45073
77,25.0517546,4.273356679,270.1674917
60,17.59914055,1.792459542,217.0082053
12,5.30937103,0.886191819,40.69035888
58,21.36662978,4.869841897,209.9160703
66,18.19837817,6.138034353,236.411755
98,37.29968791,5.509882621,346.9490364
23,14.80553314,1.818714968,80.27251748
29,4.442709588,3.533258348,104.4211823
57,2.451159611,1.932471284,201.4312428
10,1.667023998,5.648119947,34.78708531
97,34.78643691,5.168134754,344.0295871
62,13.25095926,2.680226827,218.1731421
78,31.21946728,7.587730571,270.6535949
32,21.47726978,3.45746956,113.6751386
56,21.41117235,3.944672626,199.0041018
44,12.6133501,2.000279606,158.6730922
25,15.66067741,4.894260232,93.293216
46,7.179374076,3.421230648,166.49574
49,17.57987378,1.218985086,173.6120794
84,28.25584373,5.699994101,298.8823429
12,6.299113349,0.91215344,40.15359647
99,34.92092671,6.825080712,355.9261224
47,12.91493042,1.829351188,172.8780528
31,10.82249016,0.857715137,107.3165162
64,22.33541786,0.434649663,225.8049954
88,25.59728155,4.903209547,314.3113297
94,21.23189006,4.101766949,334.2461302
13,11.97337764,0.12416714,49.49801278
94,33.99373618,5.491583816,334.7914212
61,26.82343484,5.586457741,214.3465426
75,26.57604552,6.141799337,265.2172358
83,24.14078851,5.204844004,292.313545
10,5.298172116,0.903993562,37.069275
84,27.29955891,5.084324988,305.1819706
27,8.356876047,3.829888213,97.93025316
66,34.39442709,3.764872969,240.8906045
60,11.20191354,3.278170228,210.069569
44,11.82249558,1.840562767,155.6302295
11,2.478502537,1.480315228,38.86596606
38,9.953269119,0.713255761,134.3960949
35,14.57976711,3.274513943,124.1763504
49,16.59159546,0.394758957,177.3087891
63,18.66286971,2.145018859,225.8508972
26,17.17752921,2.97097749,94.50404095
39,5.04461794,2.012805814,138.8562113
31,18.12941166,3.425164997,113.5480982
32,11.85926874,1.787562176,110.3772781
14,11.24439034,2.602426966,53.87149398
77,25.46734474,1.829690923,273.7988825
69,21.04661271,5.599101966,245.6431449
88,29.43758471,5.523007979,317.1594292
93,24.64119515,4.856110743,326.0358817
10,0.573244039,1.072542455,33.71960742
85,29.57319313,5.647527894,298.3137084
91,29.48179455,2.502110175,324.8713637
92,26.8926879,3.890886001,327.8695387
25,13.96921225,5.209408375,90.62518481
33,7.841799099,2.114598916,113.3965237
77,28.46882717,3.439719406,274.9067731
69,26.94994463,2.112651668,245.3328876
25,1.247191596,1.757639591,90.04268581
67,28.20812272,4.03044572,239.6004589
47,19.60088777,8.160758956,166.9758535
81,32.48179976,5.065837233,287.9154222
98,33.80416617,6.854701422,349.6410831
78,24.73579762,4.85653667,279.5227695
35,15.07233814,0.928096772,123.5652911
26,8.871762171,1.900113447,91.7104474
58,27.23205765,4.969437558,211.7283823
46,23.82047528,1.627421268,159.4508481
60,17.22084922,5.41143896,216.6682401
51,16.17484875,1.898537466,185.0487647
27,12.24599734,2.026165043,99.96302723
55,14.65663336,3.817979653,191.5212661
88,31.06040008,5.598760009,313.1249453
33,5.338710726,2.31694426,120.252124
43,14.62315899,3.608015493,154.2647062
84,31.21585735,1.944918744,296.6152122
97,31.41745386,4.01690321,343.4816646
49,18.60629352,5.167471593,175.5391351
54,26.81127265,7.62812867,193.8712032
15,5.559327554,1.207829519,48.27654502
68,16.84529732,4.987388927,243.3928083
37,13.33891846,2.531478926,132.8755737
79,26.74288882,4.026507794,285.6838804
96,24.60359711,4.14617113,342.9582007
56,14.68210758,3.733367354,204.1140192
31,12.32745975,1.450388739,106.7625412
34,18.15111996,3.103474045,120.1130232
62,26.56556136,2.245302708,216.2518814
