Benefit per order,Sales per customer,Customer Id,Order Customer Id,Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Product Card Id,Product Category Id,Product Price,Delivery Status
6.75,89.98999786,5920,5920,25688,365,30,59.99000168,0.079999998,2,119.9800034,89.98999786,6.75,365,17,59.99000168,Shipping canceled
-65.25,90,11012,11012,47743,502,10,50,-0.730000019,2,100,90,-65.25,502,24,50,Shipping canceled
22.20000076,47.22999954,6508,6508,45339,906,2.75,24.98999977,0.469999999,2,49.97999954,47.22999954,22.20000076,906,40,24.98999977,Shipping canceled
95.98999786,199.9799957,8995,8995,43521,191,0,99.98999786,0.479999989,2,199.9799957,199.9799957,95.98999786,191,9,99.98999786,Advance shipping
-79.77999878,108.8399963,9507,9507,22468,249,1.100000024,54.97000122,-0.730000019,2,109.9400024,108.8399963,-79.77999878,249,12,54.97000122,Shipping on time
95.02999878,197.9799957,11056,11056,29880,191,2,99.98999786,0.479999989,2,199.9799957,197.9799957,95.02999878,191,9,99.98999786,Late delivery
50.95000076,195.9799957,10558,10558,21197,191,4,99.98999786,0.25999999,2,199.9799957,195.9799957,50.95000076,191,9,99.98999786,Advance shipping
-41.74000168,195.9799957,6707,6707,22261,191,4,99.98999786,-0.209999993,2,199.9799957,195.9799957,-41.74000168,191,9,99.98999786,Advance shipping
89.16999817,181.9799957,4029,4029,24853,191,18,99.98999786,0.49000001,2,199.9799957,181.9799957,89.16999817,191,9,99.98999786,Shipping on time
-304.4700012,173.9799957,2189,2189,23585,191,26,99.98999786,-1.75,2,199.9799957,173.9799957,-304.4700012,191,9,99.98999786,Late delivery
75.43000031,163.9799957,1865,1865,30963,191,36,99.98999786,0.460000008,2,199.9799957,163.9799957,75.43000031,191,9,99.98999786,Shipping on time
25.80999947,82.45999908,9345,9345,24118,249,27.48999977,54.97000122,0.310000002,2,109.9400024,82.45999908,25.80999947,249,12,54.97000122,Shipping on time
-34.79000092,47.99000168,9356,9356,42287,282,16,31.98999977,-0.730000019,2,63.97999954,47.99000168,-34.79000092,282,13,31.98999977,Advance shipping
51.83000183,115.1800003,10558,10558,21197,365,4.800000191,59.99000168,0.449999988,2,119.9800034,115.1800003,51.83000183,365,17,59.99000168,Advance shipping
8.550000191,113.9800034,5821,5821,21697,365,6,59.99000168,0.079999998,2,119.9800034,113.9800034,8.550000191,365,17,59.99000168,Advance shipping
54.41999817,113.3799973,532,532,21691,365,6.599999905,59.99000168,0.479999989,2,119.9800034,113.3799973,54.41999817,365,17,59.99000168,Advance shipping
22.89999962,99.58000183,8977,8977,23878,365,20.39999962,59.99000168,0.230000004,2,119.9800034,99.58000183,22.89999962,365,17,59.99000168,Shipping on time
26.55999947,98.37999725,4117,4117,30214,365,21.60000038,59.99000168,0.270000011,2,119.9800034,98.37999725,26.55999947,365,17,59.99000168,Late delivery
9.840000153,98.37999725,3985,3985,29871,365,21.60000038,59.99000168,0.100000001,2,119.9800034,98.37999725,9.840000153,365,17,59.99000168,Advance shipping
-157.4700012,89.98999786,6707,6707,22261,365,30,59.99000168,-1.75,2,119.9800034,89.98999786,-157.4700012,365,17,59.99000168,Advance shipping
-166.6000061,98,3586,3586,20594,502,2,50,-1.700000048,2,100,98,-166.6000061,502,24,50,Late delivery
-15.39000034,98,9001,9001,29107,502,2,50,-0.159999996,2,100,98,-15.39000034,502,24,50,Advance shipping
47.04000092,96,10678,10678,21698,502,4,50,0.49000001,2,100,96,47.04000092,502,24,50,Shipping on time
-32.93000031,96,1664,1664,20918,502,4,50,-0.340000004,2,100,96,-32.93000031,502,24,50,Shipping on time
-61.95999908,74.37999725,11882,11882,29959,627,5.599999905,39.99000168,-0.829999983,2,79.98000336,74.37999725,-61.95999908,627,29,39.99000168,Late delivery
-18.60000038,74.37999725,4808,4808,45126,572,5.599999905,39.99000168,-0.25,2,79.98000336,74.37999725,-18.60000038,572,26,39.99000168,Advance shipping
21.12000084,88,10201,10201,26871,502,12,50,0.239999995,2,100,88,21.12000084,502,24,50,Advance shipping
24.35000038,69.58000183,2292,2292,23751,627,10.39999962,39.99000168,0.349999994,2,79.98000336,69.58000183,24.35000038,627,29,39.99000168,Advance shipping
16.18000031,67.98000336,11675,11675,22612,627,12,39.99000168,0.239999995,2,79.98000336,67.98000336,16.18000031,627,29,39.99000168,Advance shipping
31.5,84,1144,1144,29862,502,16,50,0.379999995,2,100,84,31.5,502,24,50,Advance shipping
-16.60000038,83,640,640,20755,502,17,50,-0.200000003,2,100,83,-16.60000038,502,24,50,Late delivery
35.68999863,83,8612,8612,30267,502,17,50,0.430000007,2,100,83,35.68999863,502,24,50,Advance shipping
29.51000023,65.58000183,4402,4402,31211,627,14.39999962,39.99000168,0.449999988,2,79.98000336,65.58000183,29.51000023,627,29,39.99000168,Advance shipping
22.38999939,63.97999954,3815,3815,27007,825,0,31.98999977,0.349999994,2,63.97999954,63.97999954,22.38999939,825,37,31.98999977,Advance shipping
25.90999985,95.98000336,10834,10834,46073,822,0,47.99000168,0.270000011,2,95.98000336,95.98000336,25.90999985,822,37,47.99000168,Shipping on time
-0.50999999,39.18000031,3815,3815,27007,810,0.800000012,19.98999977,-0.01,2,39.97999954,39.18000031,-0.50999999,810,36,19.98999977,Advance shipping
11.8199997,36.38000107,640,640,20755,804,3.599999905,19.98999977,0.330000013,2,39.97999954,36.38000107,11.8199997,804,36,19.98999977,Late delivery
10.51000023,33.58000183,9345,9345,24118,810,6.400000095,19.98999977,0.310000002,2,39.97999954,33.58000183,10.51000023,810,36,19.98999977,Shipping on time
35.3199997,76.77999878,532,532,21691,818,19.20000076,47.99000168,0.460000008,2,95.98000336,76.77999878,35.3199997,818,37,47.99000168,Advance shipping
9,119.9800034,3554,3554,26510,44,0,59.99000168,0.079999998,2,119.9800034,119.9800034,9,44,3,59.99000168,Late delivery
66.62999725,195.9799957,10219,10219,43468,191,4,99.98999786,0.340000004,2,199.9799957,195.9799957,66.62999725,191,9,99.98999786,Shipping on time
91.16999817,193.9799957,10219,10219,43468,191,6,99.98999786,0.469999999,2,199.9799957,193.9799957,91.16999817,191,9,99.98999786,Shipping on time
-3.019999981,52.90000153,11730,11730,31000,273,3.079999924,27.98999977,-0.059999999,2,55.97999954,52.90000153,-3.019999981,273,13,27.98999977,Late delivery
54.45999908,173.9799957,4756,4756,22988,191,26,99.98999786,0.310000002,2,199.9799957,173.9799957,54.45999908,191,9,99.98999786,Shipping on time
14.96000004,169.9799957,7229,7229,29993,191,30,99.98999786,0.090000004,2,199.9799957,169.9799957,14.96000004,191,9,99.98999786,Shipping on time
14.93999958,165.9799957,7963,7963,28568,191,34,99.98999786,0.090000004,2,199.9799957,165.9799957,14.93999958,191,9,99.98999786,Shipping on time
31.20000076,165.9799957,11730,11730,31000,191,34,99.98999786,0.189999998,2,199.9799957,165.9799957,31.20000076,191,9,99.98999786,Late delivery
6.639999866,165.9799957,4464,4464,20773,191,34,99.98999786,0.039999999,2,199.9799957,165.9799957,6.639999866,191,9,99.98999786,Shipping on time
14.07999992,159.9799957,5429,5429,43640,191,40,99.98999786,0.090000004,2,199.9799957,159.9799957,14.07999992,191,9,99.98999786,Late delivery
43.5,149.9900055,1383,1383,23967,191,50,99.98999786,0.289999992,2,199.9799957,149.9900055,43.5,191,9,99.98999786,Advance shipping
-1.440000057,119.9800034,3153,3153,21016,365,0,59.99000168,-0.01,2,119.9800034,119.9800034,-1.440000057,365,17,59.99000168,Advance shipping
37.18000031,118.7799988,11357,11357,27005,365,1.200000048,59.99000168,0.310000002,2,119.9800034,118.7799988,37.18000031,365,17,59.99000168,Late delivery
38.40999985,116.3799973,4700,4700,25606,365,3.599999905,59.99000168,0.330000013,2,119.9800034,116.3799973,38.40999985,365,17,59.99000168,Advance shipping
-82.63999939,113.9800034,1975,1975,30335,365,6,59.99000168,-0.730000019,2,119.9800034,113.9800034,-82.63999939,365,17,59.99000168,Late delivery
35.49000168,113.3799973,6187,6187,29270,365,6.599999905,59.99000168,0.310000002,2,119.9800034,113.3799973,35.49000168,365,17,59.99000168,Late delivery
-83.73999786,109.1800003,12205,12205,31269,365,10.80000019,59.99000168,-0.769999981,2,119.9800034,109.1800003,-83.73999786,365,17,59.99000168,Late delivery
-30.22999954,100.7799988,4862,4862,24820,365,19.20000076,59.99000168,-0.300000012,2,119.9800034,100.7799988,-30.22999954,365,17,59.99000168,Late delivery
32.45000076,100.7799988,6180,6180,25847,365,19.20000076,59.99000168,0.319999993,2,119.9800034,100.7799988,32.45000076,365,17,59.99000168,Advance shipping
47.79999924,99.58000183,11977,11977,42154,365,20.39999962,59.99000168,0.479999989,2,119.9800034,99.58000183,47.79999924,365,17,59.99000168,Late delivery
19.17000008,89.98999786,10126,10126,45036,365,30,59.99000168,0.209999993,2,119.9800034,89.98999786,19.17000008,365,17,59.99000168,Advance shipping
27.70999908,79.18000031,1880,1880,45863,627,0.800000012,39.99000168,0.349999994,2,79.98000336,79.18000031,27.70999908,627,29,39.99000168,Shipping on time
-6.170000076,98,8747,8747,20929,502,2,50,-0.059999999,2,100,98,-6.170000076,502,24,50,Late delivery
49,98,11252,11252,23464,502,2,50,0.5,2,100,98,49,502,24,50,Late delivery
47.04000092,98,5598,5598,44316,502,2,50,0.479999989,2,100,98,47.04000092,502,24,50,Advance shipping
-7.760000229,77.58000183,1067,1067,27647,627,2.400000095,39.99000168,-0.100000001,2,79.98000336,77.58000183,-7.760000229,627,29,39.99000168,Advance shipping
6.980000019,77.58000183,8681,8681,24878,627,2.400000095,39.99000168,0.090000004,2,79.98000336,77.58000183,6.980000019,627,29,39.99000168,Shipping on time
25.20999908,77.58000183,10884,10884,42152,627,2.400000095,39.99000168,0.330000013,2,79.98000336,77.58000183,25.20999908,627,29,39.99000168,Advance shipping
47.52999878,97,8850,8850,46401,502,3,50,0.49000001,2,100,97,47.52999878,502,24,50,Advance shipping
18.53000069,57,8747,8747,20929,564,3,30,0.330000013,2,60,57,18.53000069,564,26,30,Late delivery
-69.26999664,94.5,5316,5316,48844,502,5.5,50,-0.730000019,2,100,94.5,-69.26999664,502,24,50,Late delivery
26.38999939,91,5821,5821,22481,502,9,50,0.289999992,2,100,91,26.38999939,502,24,50,Advance shipping
-27.87999916,72.77999878,1801,1801,30713,627,7.199999809,39.99000168,-0.379999995,2,79.98000336,72.77999878,-27.87999916,627,29,39.99000168,Shipping on time
42.63000107,87,4627,4627,31018,502,13,50,0.49000001,2,100,87,42.63000107,502,24,50,Shipping on time
36.54000092,87,11357,11357,27005,502,13,50,0.419999987,2,100,87,36.54000092,502,24,50,Late delivery
135.3000031,314.6400146,19349,19349,75796,1360,13.10999966,327.75,0.430000007,1,327.75,314.6400146,135.3000031,1360,73,327.75,Shipping on time
38.91999817,311.3599854,19348,19348,75795,1360,16.38999939,327.75,0.129999995,1,327.75,311.3599854,38.91999817,1360,73,327.75,Late delivery
108.4000015,309.7200012,19347,19347,75794,1360,18.03000069,327.75,0.349999994,1,327.75,309.7200012,108.4000015,1360,73,327.75,Late delivery
-472.4500122,304.8099976,19346,19346,75793,1360,22.94000053,327.75,-1.549999952,1,327.75,304.8099976,-472.4500122,1360,73,327.75,Shipping on time
-447.3800049,298.25,19345,19345,75792,1360,29.5,327.75,-1.5,1,327.75,298.25,-447.3800049,1360,73,327.75,Advance shipping
-796.4299927,294.980011,19344,19344,75791,1360,32.77999878,327.75,-2.700000048,1,327.75,294.980011,-796.4299927,1360,73,327.75,Shipping on time
95.18000031,288.4200134,19343,19343,75790,1360,39.33000183,327.75,0.330000013,1,327.75,288.4200134,95.18000031,1360,73,327.75,Late delivery
57.02999878,285.1400146,19342,19342,75789,1360,42.61000061,327.75,0.200000003,1,327.75,285.1400146,57.02999878,1360,73,327.75,Late delivery
125.3600006,278.5899963,19341,19341,75788,1360,49.15999985,327.75,0.449999988,1,327.75,278.5899963,125.3600006,1360,73,327.75,Late delivery
34.40999985,275.3099976,19340,19340,75787,1360,52.43999863,327.75,0.129999995,1,327.75,275.3099976,34.40999985,1360,73,327.75,Late delivery
23.94000053,272.0299988,19339,19339,75786,1360,55.72000122,327.75,0.090000004,1,327.75,272.0299988,23.94000053,1360,73,327.75,Late delivery
16.93000031,268.7600098,19338,19338,75785,1360,59,327.75,0.059999999,1,327.75,268.7600098,16.93000031,1360,73,327.75,Late delivery
91.76999664,262.2000122,19337,19337,75784,1360,65.55000305,327.75,0.349999994,1,327.75,262.2000122,91.76999664,1360,73,327.75,Late delivery
86.02999878,245.8099976,19336,19336,75783,1360,81.94000244,327.75,0.349999994,1,327.75,245.8099976,86.02999878,1360,73,327.75,Shipping on time
95.05000305,327.75,19335,19335,75782,1360,0,327.75,0.289999992,1,327.75,327.75,95.05000305,1360,73,327.75,Advance shipping
35.68999863,324.4700012,19334,19334,75781,1360,3.279999971,327.75,0.109999999,1,327.75,324.4700012,35.68999863,1360,73,327.75,Advance shipping
160.6000061,321.2000122,19333,19333,75780,1360,6.559999943,327.75,0.5,1,327.75,321.2000122,160.6000061,1360,73,327.75,Shipping canceled
115.4000015,317.9200134,19332,19332,75779,1360,9.829999924,327.75,0.360000014,1,327.75,317.9200134,115.4000015,1360,73,327.75,Late delivery
138.4400024,314.6400146,19331,19331,75778,1360,13.10999966,327.75,0.439999998,1,327.75,314.6400146,138.4400024,1360,73,327.75,Late delivery
41.40999985,311.3599854,19330,19330,75777,1360,16.38999939,327.75,0.129999995,1,327.75,311.3599854,41.40999985,1360,73,327.75,Late delivery
-38.72000122,309.7200012,19329,19329,75776,1360,18.03000069,327.75,-0.129999995,1,327.75,309.7200012,-38.72000122,1360,73,327.75,Late delivery
95.40000153,304.8099976,19328,19328,75775,1360,22.94000053,327.75,0.310000002,1,327.75,304.8099976,95.40000153,1360,73,327.75,Late delivery
70.98000336,298.25,19327,19327,75774,1360,29.5,327.75,0.239999995,1,327.75,298.25,70.98000336,1360,73,327.75,Late delivery
-486.7099915,294.980011,19326,19326,75773,1360,32.77999878,327.75,-1.649999976,1,327.75,294.980011,-486.7099915,1360,73,327.75,Late delivery
61.43000031,288.4200134,19325,19325,75772,1360,39.33000183,327.75,0.209999993,1,327.75,288.4200134,61.43000031,1360,73,327.75,Late delivery
96.94999695,285.1400146,19324,19324,75771,1360,42.61000061,327.75,0.340000004,1,327.75,285.1400146,96.94999695,1360,73,327.75,Shipping on time
78,278.5899963,19323,19323,75770,1360,49.15999985,327.75,0.280000001,1,327.75,278.5899963,78,1360,73,327.75,Late delivery
24.22999954,275.3099976,19322,19322,75769,1360,52.43999863,327.75,0.090000004,1,327.75,275.3099976,24.22999954,1360,73,327.75,Late delivery
30.73999977,272.0299988,19321,19321,75768,1360,55.72000122,327.75,0.109999999,1,327.75,272.0299988,30.73999977,1360,73,327.75,Shipping on time
45.68999863,268.7600098,19320,19320,75767,1360,59,327.75,0.170000002,1,327.75,268.7600098,45.68999863,1360,73,327.75,Advance shipping
88.62000275,262.2000122,19319,19319,75766,1360,65.55000305,327.75,0.340000004,1,327.75,262.2000122,88.62000275,1360,73,327.75,Advance shipping
49.15999985,245.8099976,19318,19318,75765,1360,81.94000244,327.75,0.200000003,1,327.75,245.8099976,49.15999985,1360,73,327.75,Late delivery
118.9700012,327.75,19317,19317,75764,1360,0,327.75,0.360000014,1,327.75,327.75,118.9700012,1360,73,327.75,Late delivery
113.5699997,324.4700012,19316,19316,75763,1360,3.279999971,327.75,0.349999994,1,327.75,324.4700012,113.5699997,1360,73,327.75,Late delivery
8.029999733,321.2000122,19315,19315,75762,1360,6.559999943,327.75,0.029999999,1,327.75,321.2000122,8.029999733,1360,73,327.75,Late delivery
146.2400055,317.9200134,19314,19314,75761,1360,9.829999924,327.75,0.460000008,1,327.75,317.9200134,146.2400055,1360,73,327.75,Shipping on time
-7.869999886,314.6400146,19313,19313,75760,1360,13.10999966,327.75,-0.029999999,1,327.75,314.6400146,-7.869999886,1360,73,327.75,Late delivery
108.9800034,311.3599854,19312,19312,75759,1360,16.38999939,327.75,0.349999994,1,327.75,311.3599854,108.9800034,1360,73,327.75,Late delivery
58.84999847,309.7200012,19311,19311,75758,1360,18.03000069,327.75,0.189999998,1,327.75,309.7200012,58.84999847,1360,73,327.75,Late delivery
-502.9299927,304.8099976,19310,19310,75757,1360,22.94000053,327.75,-1.649999976,1,327.75,304.8099976,-502.9299927,1360,73,327.75,Advance shipping
29.82999992,298.25,19309,19309,75756,1360,29.5,327.75,0.100000001,1,327.75,298.25,29.82999992,1360,73,327.75,Advance shipping
-796.4299927,294.980011,19308,19308,75755,1360,32.77999878,327.75,-2.700000048,1,327.75,294.980011,-796.4299927,1360,73,327.75,Late delivery
-211.4100037,288.4200134,19307,19307,75754,1360,39.33000183,327.75,-0.730000019,1,327.75,288.4200134,-211.4100037,1360,73,327.75,Late delivery
-49.90000153,285.1400146,19306,19306,75753,1360,42.61000061,327.75,-0.180000007,1,327.75,285.1400146,-49.90000153,1360,73,327.75,Late delivery
73.26999664,278.5899963,19305,19305,75752,1360,49.15999985,327.75,0.25999999,1,327.75,278.5899963,73.26999664,1360,73,327.75,Advance shipping
-61.93999863,275.3099976,19304,19304,75751,1360,52.43999863,327.75,-0.230000004,1,327.75,275.3099976,-61.93999863,1360,73,327.75,Advance shipping
95.20999908,272.0299988,19303,19303,75750,1360,55.72000122,327.75,0.349999994,1,327.75,272.0299988,95.20999908,1360,73,327.75,Late delivery
53.75,268.7600098,19302,19302,75749,1360,59,327.75,0.200000003,1,327.75,268.7600098,53.75,1360,73,327.75,Shipping canceled
16.52000046,262.2000122,19301,19301,75748,1360,65.55000305,327.75,0.059999999,1,327.75,262.2000122,16.52000046,1360,73,327.75,Late delivery
15.23999977,245.8099976,19300,19300,75747,1360,81.94000244,327.75,0.059999999,1,327.75,245.8099976,15.23999977,1360,73,327.75,Late delivery
150.7700043,327.75,19299,19299,75746,1360,0,327.75,0.460000008,1,327.75,327.75,150.7700043,1360,73,327.75,Advance shipping
121.6800003,324.4700012,19298,19298,75745,1360,3.279999971,327.75,0.379999995,1,327.75,324.4700012,121.6800003,1360,73,327.75,Late delivery
-80.30000305,321.2000122,19297,19297,75744,1360,6.559999943,327.75,-0.25,1,327.75,321.2000122,-80.30000305,1360,73,327.75,Late delivery
-63.58000183,317.9200134,19296,19296,75743,1360,9.829999924,327.75,-0.200000003,1,327.75,317.9200134,-63.58000183,1360,73,327.75,Shipping on time
110.1200027,314.6400146,19295,19295,75742,1360,13.10999966,327.75,0.349999994,1,327.75,314.6400146,110.1200027,1360,73,327.75,Shipping canceled
121.4300003,311.3599854,19294,19294,75741,1360,16.38999939,327.75,0.389999986,1,327.75,311.3599854,121.4300003,1360,73,327.75,Advance shipping
99.11000061,309.7200012,19293,19293,75740,1360,18.03000069,327.75,0.319999993,1,327.75,309.7200012,99.11000061,1360,73,327.75,Late delivery
-91.44000244,304.8099976,19292,19292,75739,1360,22.94000053,327.75,-0.300000012,1,327.75,304.8099976,-91.44000244,1360,73,327.75,Late delivery
83.51000214,298.25,19291,19291,75738,1360,29.5,327.75,0.280000001,1,327.75,298.25,83.51000214,1360,73,327.75,Shipping on time
103.2399979,294.980011,19290,19290,75737,1360,32.77999878,327.75,0.349999994,1,327.75,294.980011,103.2399979,1360,73,327.75,Advance shipping
138.4400024,288.4200134,19289,19289,75736,1360,39.33000183,327.75,0.479999989,1,327.75,288.4200134,138.4400024,1360,73,327.75,Advance shipping
139.7200012,285.1400146,19288,19288,75735,1360,42.61000061,327.75,0.49000001,1,327.75,285.1400146,139.7200012,1360,73,327.75,Late delivery
108.6500015,278.5899963,19287,19287,75734,1360,49.15999985,327.75,0.389999986,1,327.75,278.5899963,108.6500015,1360,73,327.75,Late delivery
89.48000336,275.3099976,19286,19286,75733,1360,52.43999863,327.75,0.330000013,1,327.75,275.3099976,89.48000336,1360,73,327.75,Late delivery
-199.3999939,272.0299988,19285,19285,75732,1360,55.72000122,327.75,-0.730000019,1,327.75,272.0299988,-199.3999939,1360,73,327.75,Advance shipping
-102.9300003,268.7600098,19284,19284,75731,1360,59,327.75,-0.379999995,1,327.75,268.7600098,-102.9300003,1360,73,327.75,Advance shipping
-117.9899979,262.2000122,19283,19283,75730,1360,65.55000305,327.75,-0.449999988,1,327.75,262.2000122,-117.9899979,1360,73,327.75,Late delivery
89.23000336,245.8099976,19282,19282,75729,1360,81.94000244,327.75,0.360000014,1,327.75,245.8099976,89.23000336,1360,73,327.75,Shipping canceled
157.3200073,327.75,16774,16774,73221,1360,0,327.75,0.479999989,1,327.75,327.75,157.3200073,1360,73,327.75,Advance shipping
94.09999847,324.4700012,16773,16773,73220,1360,3.279999971,327.75,0.289999992,1,327.75,324.4700012,94.09999847,1360,73,327.75,Late delivery
93.15000153,321.2000122,16772,16772,73219,1360,6.559999943,327.75,0.289999992,1,327.75,321.2000122,93.15000153,1360,73,327.75,Late delivery
15.89999962,317.9200134,16771,16771,73218,1360,9.829999924,327.75,0.050000001,1,327.75,317.9200134,15.89999962,1360,73,327.75,Shipping on time
0,314.6400146,16770,16770,73217,1360,13.10999966,327.75,0,1,327.75,314.6400146,0,1360,73,327.75,Advance shipping
89.66999817,311.3599854,16769,16769,73216,1360,16.38999939,327.75,0.289999992,1,327.75,311.3599854,89.66999817,1360,73,327.75,Advance shipping
104.6900024,309.7200012,16768,16768,73215,1360,18.03000069,327.75,0.340000004,1,327.75,309.7200012,104.6900024,1360,73,327.75,Late delivery
69.80000305,304.8099976,16767,16767,73214,1360,22.94000053,327.75,0.230000004,1,327.75,304.8099976,69.80000305,1360,73,327.75,Late delivery
63.52999878,298.25,16766,16766,73213,1360,29.5,327.75,0.209999993,1,327.75,298.25,63.52999878,1360,73,327.75,Late delivery
70.19999695,294.980011,16765,16765,73212,1360,32.77999878,327.75,0.239999995,1,327.75,294.980011,70.19999695,1360,73,327.75,Advance shipping
-187.4700012,288.4200134,16764,16764,73211,1360,39.33000183,327.75,-0.649999976,1,327.75,288.4200134,-187.4700012,1360,73,327.75,Advance shipping
21.38999939,285.1400146,16763,16763,73210,1360,42.61000061,327.75,0.079999998,1,327.75,285.1400146,21.38999939,1360,73,327.75,Late delivery
103.0800018,278.5899963,16762,16762,73209,1360,49.15999985,327.75,0.370000005,1,327.75,278.5899963,103.0800018,1360,73,327.75,Late delivery
27.53000069,275.3099976,16761,16761,73208,1360,52.43999863,327.75,0.100000001,1,327.75,275.3099976,27.53000069,1360,73,327.75,Shipping on time
59.84999847,272.0299988,16760,16760,73207,1360,55.72000122,327.75,0.219999999,1,327.75,272.0299988,59.84999847,1360,73,327.75,Advance shipping
30.37000084,268.7600098,16759,16759,73206,1360,59,327.75,0.109999999,1,327.75,268.7600098,30.37000084,1360,73,327.75,Late delivery
78.66000366,262.2000122,16758,16758,73205,1360,65.55000305,327.75,0.300000012,1,327.75,262.2000122,78.66000366,1360,73,327.75,Late delivery
18.44000053,245.8099976,16757,16757,73204,1360,81.94000244,327.75,0.079999998,1,327.75,245.8099976,18.44000053,1360,73,327.75,Late delivery
65.55000305,327.75,16756,16756,73203,1360,0,327.75,0.200000003,1,327.75,327.75,65.55000305,1360,73,327.75,Late delivery
109.6699982,324.4700012,16755,16755,73202,1360,3.279999971,327.75,0.340000004,1,327.75,324.4700012,109.6699982,1360,73,327.75,Advance shipping
144.5399933,321.2000122,16754,16754,73201,1360,6.559999943,327.75,0.449999988,1,327.75,321.2000122,144.5399933,1360,73,327.75,Advance shipping
-63.58000183,317.9200134,16753,16753,73200,1360,9.829999924,327.75,-0.200000003,1,327.75,317.9200134,-63.58000183,1360,73,327.75,Late delivery
151.0299988,314.6400146,16752,16752,73199,1360,13.10999966,327.75,0.479999989,1,327.75,314.6400146,151.0299988,1360,73,327.75,Late delivery
108.9800034,311.3599854,16751,16751,73198,1360,16.38999939,327.75,0.349999994,1,327.75,311.3599854,108.9800034,1360,73,327.75,Shipping on time
-7.739999771,309.7200012,16750,16750,73197,1360,18.03000069,327.75,-0.029999999,1,327.75,309.7200012,-7.739999771,1360,73,327.75,Advance shipping
83.8199997,304.8099976,16749,16749,73196,1360,22.94000053,327.75,0.280000001,1,327.75,304.8099976,83.8199997,1360,73,327.75,Shipping on time
63.52999878,298.25,16748,16748,73195,1360,29.5,327.75,0.209999993,1,327.75,298.25,63.52999878,1360,73,327.75,Late delivery
67.83999634,294.980011,16747,16747,73194,1360,32.77999878,327.75,0.230000004,1,327.75,294.980011,67.83999634,1360,73,327.75,Late delivery
36.04999924,288.4200134,16746,16746,73193,1360,39.33000183,327.75,0.129999995,1,327.75,288.4200134,36.04999924,1360,73,327.75,Late delivery
125.4599991,285.1400146,16745,16745,73192,1360,42.61000061,327.75,0.439999998,1,327.75,285.1400146,125.4599991,1360,73,327.75,Advance shipping
