customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Churn
54,70,0,78,89,11,89,78,78,78,78,78,78,78,78,77,78,20.1,221.35,Yes
57,70,0,78,78,1,89,78,70,78,78,89,89,78,78,77,78,75.3,75.3,Yes
54,77,0,78,78,17,89,89,70,89,89,89,89,89,78,77,89,106.65,1672.1,No
57,70,0,89,78,72,89,89,70,89,78,89,78,89,89,84,89,110.15,7881.2,No
54,70,0,89,89,28,89,78,70,89,78,78,78,78,89,79,89,82.85,2320.8,No
49,70,0,89,78,18,89,78,78,78,78,78,89,78,78,84,78,20.1,370.5,No
50,70,1,89,78,40,89,78,70,78,89,78,78,89,89,79,89,99.2,4062.2,Yes
56,70,0,78,78,52,89,78,68,78,78,89,78,78,89,77,89,59.45,3043.7,No
57,70,0,89,78,47,89,78,68,78,89,78,78,89,78,77,89,58.6,2723.4,No
55,70,0,78,78,23,89,78,68,78,78,89,89,78,78,77,78,49.7,1081.25,No
55,77,0,89,89,66,89,78,68,89,89,89,78,78,78,84,78,65.85,4097.05,No
56,70,0,78,78,8,89,89,70,78,78,78,78,78,78,77,89,73.5,632.2,No
54,77,1,78,78,47,89,78,70,89,78,78,78,78,89,77,78,85.5,4042.3,Yes
49,70,0,78,78,7,89,78,78,78,78,78,89,78,78,77,78,20.05,164.85,Yes
57,70,0,89,89,71,89,89,70,89,89,89,78,89,89,84,78,113.65,8166.8,No
53,70,1,78,78,50,89,89,70,89,89,78,89,78,78,77,89,83.4,4113.7,No
54,77,0,89,78,46,89,78,68,89,89,89,78,78,78,84,78,65.65,3047.15,No
52,77,0,78,78,1,89,78,70,78,78,78,89,78,78,77,78,70.4,70.4,Yes
53,70,0,78,78,66,78,78,68,89,78,89,89,89,89,84,89,61.35,4193.4,No
55,70,0,89,78,42,89,89,70,78,78,89,89,78,78,77,89,85.9,3729.75,No
54,70,0,78,78,5,89,78,70,78,78,78,78,78,78,77,89,75.65,399.45,No
56,77,0,89,89,7,89,78,68,89,78,78,78,78,78,79,89,49.75,331.3,Yes
52,77,0,78,78,29,89,89,68,78,89,89,78,78,89,79,78,70.9,1964.6,No
52,70,0,89,89,27,89,78,68,78,89,78,78,78,78,77,78,49.85,1336.15,No
56,70,1,78,78,15,89,78,70,78,89,78,78,78,78,77,89,75.3,1147.45,Yes
55,70,0,89,89,25,89,78,78,78,78,78,78,78,78,84,78,20.1,486.05,No
50,70,0,89,78,11,89,89,70,78,78,78,89,89,89,77,89,94,1078.9,Yes
52,77,0,89,78,57,89,89,70,89,89,89,89,89,78,77,89,103.05,5925.75,No
56,77,0,78,78,67,89,89,70,89,89,89,78,89,89,79,89,118.35,7804.15,Yes
52,70,1,89,78,47,89,89,70,78,78,89,78,89,89,77,78,99.7,4747.2,No
48,70,0,78,78,13,89,78,70,78,78,78,78,89,78,77,89,81.9,1028.9,No
52,77,0,78,78,8,78,78,68,89,78,78,78,78,78,77,89,30.45,226.45,Yes
53,70,0,89,78,44,89,89,70,78,78,78,78,89,89,77,89,96.1,4364.1,Yes
51,77,0,89,89,71,89,89,68,89,78,78,78,89,78,79,89,66.2,4692.55,No
54,77,1,89,78,24,89,89,70,78,89,89,78,89,89,77,89,104.25,2433.9,Yes
56,77,1,78,78,15,89,89,70,78,89,78,78,78,78,77,89,80.2,1217.25,Yes
49,70,0,78,78,1,89,78,78,78,78,78,78,78,78,77,78,19.75,19.75,No
51,77,1,78,78,2,89,89,70,78,78,78,89,78,78,77,89,72.6,154.3,No
56,77,1,78,78,55,89,89,70,89,89,89,89,89,89,77,89,116.5,6382.55,No
52,77,1,78,78,71,89,89,70,78,89,78,78,89,89,84,89,106.8,7623.2,No
53,77,0,89,89,50,89,89,78,78,78,78,78,78,78,84,78,24.95,1261.45,No
55,77,0,78,78,1,89,78,70,78,78,78,78,89,89,77,89,89.25,89.25,No
48,77,0,78,78,5,89,78,78,78,78,78,89,78,78,77,89,19.25,86.05,No
54,70,0,78,78,66,89,89,70,89,89,89,89,89,78,79,89,104.55,6779.05,No
53,70,0,89,89,49,89,78,68,89,89,89,78,89,89,79,89,87.2,4345,No
49,70,1,89,78,3,78,78,68,78,89,78,78,78,78,77,89,30.75,82.85,No
51,77,0,89,89,66,89,89,78,78,78,78,78,78,78,79,89,25.7,1714.55,No
51,77,0,78,89,11,89,89,70,78,78,78,89,78,89,77,78,86.2,893.2,No
55,77,0,78,78,28,78,78,68,78,78,78,78,78,78,77,89,30.1,810.85,No
54,77,0,89,78,65,89,89,70,89,89,89,78,89,78,84,89,99.35,6347.55,No
51,70,0,78,78,62,89,78,78,78,78,78,78,78,78,84,89,19.2,1123.65,No
55,70,0,89,78,2,89,78,78,78,78,78,78,78,78,77,78,20.1,43.15,No
53,70,0,78,78,2,89,78,78,78,78,78,78,78,78,77,78,20.35,35.1,No
56,70,0,89,89,55,89,89,78,78,78,78,78,78,78,84,89,25.65,1388,No
53,77,1,89,78,41,89,78,70,78,89,78,78,89,89,77,89,94.55,3851.45,No
57,70,0,89,89,17,89,89,70,89,78,89,89,89,89,77,89,104.2,1743.5,Yes
56,70,0,78,78,30,89,78,70,78,78,78,78,89,89,79,89,94.4,2638.1,No
56,77,0,78,78,17,89,78,68,89,89,78,89,78,78,79,78,56.1,946.95,No
53,70,0,89,89,16,89,78,68,89,89,78,78,78,89,84,78,68.25,1114.85,No
56,77,0,78,78,72,89,89,78,78,78,78,78,78,78,84,78,24.75,1777.6,No
53,77,0,78,78,9,89,89,70,78,78,78,78,78,78,77,89,76.25,684.85,No
57,70,0,78,78,1,89,78,70,78,89,78,89,78,78,77,78,74.35,74.35,No
48,77,0,78,89,23,89,78,68,78,89,78,78,78,78,77,78,54.15,1312.45,No
52,77,0,78,89,8,89,78,78,78,78,78,78,78,78,77,78,19.45,159.2,No
51,77,0,89,89,19,78,78,68,89,89,78,78,78,78,77,89,34.95,610.2,No
54,70,0,78,78,7,89,89,68,89,78,78,78,78,78,77,89,53.65,404.35,No
56,77,1,78,78,1,89,78,70,78,78,78,78,78,78,77,89,69.65,69.65,Yes
50,77,0,78,78,61,89,89,70,89,78,89,89,89,89,79,78,104,6363.45,No
52,70,0,89,78,57,89,78,68,89,89,78,78,89,78,84,89,70.35,4124.65,No
54,77,0,78,78,9,89,78,70,78,78,78,78,78,89,77,89,80.8,713.1,Yes
55,77,0,78,89,15,89,78,68,89,78,89,78,78,89,79,78,64.85,950.75,No
55,70,0,78,78,1,89,78,78,78,78,78,78,78,78,77,78,19.65,19.65,No
51,70,0,89,78,12,89,78,68,78,78,78,78,78,78,77,78,45.9,505.95,No
57,77,0,78,78,54,89,78,78,78,78,78,78,78,78,84,78,20,1149.65,No
50,77,0,89,89,4,89,78,68,78,78,78,78,78,78,77,78,44.8,169.65,No
48,70,0,78,78,7,89,78,70,78,78,78,78,89,78,77,89,80.3,526.7,Yes
55,70,0,89,78,20,89,78,78,78,78,78,89,78,78,79,78,20.35,393.15,No
48,70,0,78,89,26,78,78,68,89,78,78,78,78,89,77,78,45.8,1147,No
51,77,1,89,78,36,89,89,70,78,78,78,89,78,89,77,89,84.1,3021.6,Yes
52,70,0,89,78,53,89,89,70,78,89,89,89,89,89,79,89,108.95,5718.2,No
57,77,0,78,78,3,89,78,68,78,78,78,89,89,89,77,89,69.35,191.35,Yes
48,70,0,78,78,68,78,78,68,89,89,89,89,89,89,84,78,64.35,4539.6,No
53,77,0,89,89,72,89,89,68,89,89,89,78,89,89,84,89,90.8,6397.6,No
51,77,0,78,78,12,89,89,78,78,78,78,78,78,78,79,78,24.95,280.4,No
56,70,1,89,89,34,89,89,70,78,89,78,78,78,78,77,89,79.6,2718.3,Yes
55,70,0,89,78,68,89,89,70,89,89,78,89,78,78,84,89,84.7,5711.05,No
51,70,0,78,89,50,89,78,68,89,78,89,78,89,78,79,89,70.8,3478.15,No
51,70,1,78,78,1,78,78,68,78,78,78,78,89,78,77,89,36.45,36.45,Yes
50,70,1,78,78,41,89,89,70,78,89,89,89,89,89,77,89,104.4,4133.95,No
49,77,1,89,78,30,89,89,70,78,78,78,78,89,89,77,89,101.5,2917.65,No
54,77,0,78,78,1,89,89,68,78,89,78,78,78,78,77,78,54.3,54.3,No
51,77,1,89,89,29,89,89,70,78,78,89,89,89,89,77,89,103.95,2964.8,No
53,70,0,89,89,23,89,89,68,89,89,89,78,89,89,84,89,91.1,2198.3,No
51,77,0,78,89,60,89,78,78,78,78,78,78,78,78,84,78,19.95,1189.9,No
55,70,0,89,78,72,89,89,78,78,78,78,78,78,78,84,78,26.45,1914.5,No
49,77,0,78,89,22,89,78,70,78,89,89,89,89,78,77,89,89.4,2001.5,Yes
49,77,0,78,78,72,89,78,68,89,89,89,78,89,78,84,89,75.1,5336.35,No
48,70,1,78,78,66,89,89,70,78,89,89,89,89,89,79,78,108.1,7238.6,No
55,70,0,89,78,72,89,89,70,78,89,89,78,89,89,84,89,110.15,7998.8,No
48,70,1,89,78,47,89,89,70,89,78,78,89,78,78,77,78,80.35,3825.85,Yes
55,70,0,78,78,51,89,89,70,78,89,89,78,89,89,79,89,111.5,5703.25,No
54,70,0,89,89,70,89,89,70,78,89,89,78,89,89,79,89,106.5,7397,No
54,77,0,78,78,9,89,78,78,78,78,78,89,78,78,79,89,19.9,164.6,No
56,77,0,89,89,59,89,89,70,89,89,78,89,89,89,84,89,111.1,6555.2,No
48,77,0,78,89,3,89,78,68,78,78,78,78,89,89,77,78,70.7,225.65,No
52,77,1,89,78,38,78,78,68,78,78,78,78,78,78,77,89,24.85,955.75,No
48,70,0,78,78,37,89,89,70,89,89,89,89,78,78,77,78,91.2,3382.3,No
55,77,0,78,78,37,89,78,68,89,89,89,78,78,78,84,78,65.6,2313.8,No
57,70,1,89,78,24,78,78,68,78,78,89,89,78,89,77,89,40.65,933.3,Yes
54,70,0,89,89,14,89,78,68,89,89,78,89,78,78,77,78,59.45,780.85,No
49,77,0,89,78,72,89,89,70,89,89,78,89,89,89,84,89,109.95,7852.4,No
50,77,0,89,78,53,78,78,68,78,89,89,78,89,89,79,89,60.45,3184.25,Yes
56,70,0,89,78,8,89,89,70,78,78,78,78,78,89,77,89,84.9,764.95,Yes
51,77,0,89,89,72,78,78,68,89,89,89,78,78,78,84,78,38.5,2763,No
55,70,1,89,78,17,89,89,70,78,78,78,78,89,89,77,89,92.55,1614.7,No
50,70,0,89,89,2,89,78,70,78,89,78,78,78,78,77,89,73.55,145.4,Yes
55,70,0,89,78,8,89,78,78,78,78,78,78,78,78,77,78,20.15,156.25,Yes
51,70,0,89,78,48,78,78,68,78,89,89,78,78,78,79,78,34.7,1604.5,Yes
53,70,0,78,78,10,89,89,78,78,78,78,78,78,78,77,89,24.5,270.15,No
51,77,0,78,78,1,89,78,78,78,78,78,89,78,78,77,78,20.6,20.6,No
50,70,0,78,78,29,89,78,68,89,78,89,78,78,78,79,78,58,1734.5,No
53,70,1,89,89,65,89,89,70,78,89,89,78,89,89,79,89,107.45,7047.5,No
54,70,0,78,78,8,89,89,68,89,89,89,78,78,78,77,89,65.5,573.15,No
49,77,0,89,78,61,89,89,78,78,78,78,78,78,78,84,78,25.45,1538.6,No
57,70,1,78,78,45,89,89,70,78,78,89,78,89,89,79,89,100.15,4459.8,No
53,77,0,89,89,72,89,89,70,78,89,89,78,89,89,79,89,104.45,7459,No
56,77,0,89,89,12,89,78,78,78,78,78,78,78,78,77,89,21.15,306.05,No
52,77,0,78,78,7,89,89,70,78,78,78,78,89,89,77,78,96.2,639.7,No
51,77,0,78,78,9,89,78,68,78,78,78,89,78,78,77,89,44.4,348.15,No
56,70,1,89,78,43,89,89,70,78,78,89,89,89,89,79,89,107.55,4533.9,Yes
53,77,0,89,89,58,89,89,70,78,78,89,78,78,89,84,78,94.35,5563.65,No
49,77,1,89,78,16,89,89,70,78,78,89,78,89,89,77,89,98.75,1587.55,Yes
49,77,0,89,89,2,89,78,78,78,78,78,78,78,78,77,78,20.3,40.25,No
48,70,0,89,78,8,89,78,70,78,89,89,78,89,89,77,78,101.15,842.9,Yes
51,70,0,89,78,40,89,89,70,89,78,89,78,89,89,79,78,105.75,4228.55,No
52,77,0,78,78,9,89,89,70,89,78,78,89,78,78,77,89,81.15,784.45,No
55,77,0,78,78,41,89,78,70,78,89,78,78,89,78,79,89,89.55,3729.75,No
54,70,0,78,78,26,89,78,68,78,89,89,89,78,78,77,89,54.75,1406.9,No
55,70,0,89,78,33,89,78,68,78,89,78,89,78,78,79,89,53.75,1857.3,No
50,77,0,89,89,68,89,78,70,78,89,89,89,89,89,79,78,105.75,7322.5,No
56,70,1,89,78,65,89,78,70,78,89,89,89,89,89,84,89,105.85,6725.5,No
55,77,0,78,78,55,89,78,68,78,89,78,78,78,89,79,89,64.2,3627.3,No
53,77,0,78,78,20,89,89,70,78,78,89,89,89,78,77,89,88.7,1761.45,Yes
55,77,0,78,78,19,89,78,70,78,78,78,78,78,89,79,89,87.7,1725.95,No
54,70,0,78,78,45,89,89,70,78,78,89,78,78,89,77,89,89.3,4192.15,No
53,70,0,89,89,70,89,78,78,78,78,78,78,78,78,84,89,20.15,1411.2,No
49,70,0,78,78,2,89,78,70,78,78,78,78,89,78,77,89,79.75,164.5,Yes
52,70,0,78,78,27,89,89,70,78,78,78,78,89,89,77,89,94.55,2724.6,Yes
51,70,0,89,78,12,89,78,78,78,78,78,89,78,78,84,89,20.05,264.55,No
53,77,0,78,89,72,78,78,68,89,89,89,78,89,89,84,78,67.2,4671.7,No
51,77,0,78,78,12,89,89,70,78,78,78,78,89,89,77,78,94.55,1173.55,No
56,70,1,78,78,5,89,78,70,78,78,78,78,78,78,77,89,69.05,318.5,Yes
50,77,1,89,78,71,89,89,70,89,89,89,89,89,89,77,89,107.5,7713.55,No
50,77,1,78,78,35,89,78,68,78,78,89,89,89,89,79,89,73,2471.25,No
52,77,0,89,89,70,89,89,70,89,89,89,78,89,89,84,78,114.75,7842.3,No
56,70,0,78,78,31,89,89,70,78,78,78,89,78,78,77,89,76.05,2227.8,No
49,77,0,89,89,52,89,89,70,78,78,89,78,78,89,84,89,96.25,4990.25,Yes
54,77,1,78,78,37,89,89,70,78,78,89,89,89,89,77,89,101.1,3744.05,Yes
56,77,0,78,78,69,89,89,70,78,89,78,78,89,89,79,89,104.7,7220.35,Yes
53,77,1,89,78,30,89,89,70,78,78,78,78,78,78,77,78,77.9,2351.45,No
50,70,0,78,78,33,89,89,70,89,78,78,89,78,89,77,89,90.65,2989.6,No
49,77,1,89,78,54,89,89,70,78,89,89,89,89,89,84,89,110.45,6077.75,No
52,70,0,78,78,59,89,89,68,89,78,78,78,78,89,79,78,68.7,4070.95,No
57,77,1,78,78,55,78,78,68,89,89,78,78,89,78,77,89,44.85,2479.05,No
57,77,1,89,78,69,78,78,68,78,78,89,78,78,78,79,89,29.8,2134.3,No
52,70,0,78,78,66,89,89,70,78,89,78,89,89,78,79,89,88.9,6000.1,No
50,77,0,89,89,37,89,78,68,89,78,89,78,78,78,79,89,58.75,2203.1,No
56,77,1,89,78,9,89,78,78,78,78,78,89,78,78,79,78,19.85,183.15,No
50,77,0,89,89,69,89,89,68,89,78,89,78,89,89,84,78,86.9,6194.1,No
53,77,0,78,78,10,89,78,68,78,89,78,78,89,78,77,89,59.65,638.95,No
54,77,0,78,89,40,89,78,68,89,89,78,78,78,78,77,89,55.25,2139.2,Yes
54,77,0,78,89,13,89,78,68,78,78,78,78,89,89,77,78,66.4,831.75,No
56,70,0,78,78,6,89,89,70,78,89,78,78,89,78,77,89,90.1,521.3,Yes
55,70,0,89,89,69,89,78,78,78,78,78,89,78,78,84,78,20.15,1337.5,No
54,70,1,89,78,66,89,89,70,78,89,89,78,89,89,79,89,108.1,7181.95,No
57,77,0,78,78,11,89,89,68,78,78,89,89,78,78,77,78,53.75,608,Yes
50,77,0,89,89,46,89,78,68,89,78,89,78,78,78,79,78,56.9,2560.1,No
48,70,0,78,78,6,89,78,70,78,78,78,89,89,89,77,78,89.3,577.6,Yes
49,70,0,89,89,56,89,89,70,89,78,89,78,89,89,77,89,109.6,5953,No
48,77,0,89,89,70,89,89,78,78,78,78,89,78,78,84,78,25.15,1790.15,No
54,70,0,89,89,33,89,89,68,78,78,89,89,89,89,79,89,79.15,2531.4,No
55,70,0,89,89,72,89,89,68,89,89,78,78,78,78,84,78,66.75,4760.3,No
51,70,0,89,78,3,89,89,70,78,78,78,89,89,89,77,89,95.2,292.85,Yes
48,70,0,78,89,19,89,78,68,78,78,78,78,78,78,77,78,48.8,953.65,No
51,70,1,78,78,5,78,78,68,78,78,78,89,89,89,77,78,45.7,198,Yes
57,70,0,89,78,71,89,78,68,78,89,89,78,89,89,84,89,80.7,5705.05,No
51,77,0,89,78,8,89,78,70,89,78,78,78,78,78,77,89,74.5,609.9,Yes
57,77,0,78,78,1,89,78,78,78,78,78,78,78,78,77,78,20.55,20.55,No
56,70,0,78,78,1,89,78,70,78,78,78,89,89,78,77,89,79.65,79.65,Yes
51,70,0,78,78,61,89,89,70,89,89,89,89,89,89,79,89,115.1,6993.65,No
48,70,0,89,89,71,78,78,68,89,89,78,78,89,89,84,78,59.7,4122.65,No
49,70,0,89,78,68,89,89,70,78,89,89,89,78,78,79,78,86.45,5762.95,No
48,77,0,78,78,46,78,78,68,78,78,89,78,78,78,79,78,33.7,1537.85,No
50,77,0,78,78,33,89,89,70,89,78,78,89,78,78,79,78,80.1,2603.3,No
50,70,0,89,89,53,89,89,70,89,89,89,78,78,89,84,89,104.05,5566.4,No
50,70,1,89,78,50,89,89,70,89,89,89,89,89,89,77,78,108.75,5431.9,No
56,70,0,78,78,57,78,78,68,89,78,89,78,78,78,79,89,41.1,2258.25,No
55,70,0,89,89,54,89,78,78,78,78,78,78,78,78,84,89,20.35,1092.35,No
53,70,1,89,78,60,89,89,70,78,89,89,89,89,89,77,89,105.9,6401.25,No
53,70,1,89,78,28,89,89,70,78,78,78,78,89,89,77,89,101.3,2812.2,Yes
56,70,0,89,89,1,89,78,70,78,78,78,78,89,78,77,89,80.05,80.05,Yes
50,77,0,89,89,29,89,89,70,78,78,89,89,78,89,77,89,89.2,2698.35,Yes
57,70,0,89,89,10,89,78,68,78,89,78,78,78,89,77,89,65.5,616.9,No
57,77,0,78,89,43,78,78,68,89,89,89,78,78,78,77,89,40.45,1912.85,No
54,77,1,89,78,13,89,78,70,78,78,78,89,78,78,77,78,70.45,849.1,No
57,70,0,89,78,43,89,78,68,89,78,89,78,89,89,84,89,78.8,3460.3,No
