customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Churn
54,70,0,78,78,46,89,78,70,78,78,89,78,78,78,77,89,74.8,3548.3,No
53,77,0,78,78,34,89,89,70,78,89,89,78,89,89,77,89,106.35,3549.25,Yes
56,70,0,78,78,11,89,89,70,78,78,89,78,89,89,77,89,97.85,1105.4,Yes
56,77,0,89,89,10,89,78,68,78,89,78,78,78,78,79,78,49.55,475.7,No
57,70,0,89,89,70,89,89,68,89,89,78,78,89,78,84,89,69.2,4872.35,No
57,70,0,89,89,17,89,78,78,78,78,78,89,78,78,79,78,20.75,418.25,No
52,70,0,78,78,63,89,89,68,89,89,89,89,89,78,84,89,79.85,4861.45,No
52,70,0,89,78,13,89,89,68,89,89,78,78,89,78,77,89,76.2,981.45,No
51,70,0,78,78,49,89,89,70,78,78,78,78,78,89,77,89,84.5,3906.7,No
53,77,0,78,78,2,89,78,68,78,89,78,78,78,78,77,78,49.25,97,No
55,70,0,78,78,2,89,78,70,78,78,78,89,89,78,77,89,80.65,144.15,Yes
55,77,0,78,78,52,89,89,68,89,78,78,89,89,89,84,89,79.75,4217.8,No
50,70,0,89,89,69,89,89,68,89,78,89,78,78,78,84,89,64.15,4254.1,No
56,70,1,78,78,43,89,89,70,78,89,78,78,89,78,77,89,90.25,3838.75,No
57,70,0,78,78,15,89,78,70,89,89,78,89,89,89,77,89,99.1,1426.4,Yes
54,70,1,89,78,25,89,89,68,89,78,78,78,89,78,77,89,69.5,1752.65,No
55,70,1,89,78,8,89,89,70,78,89,78,89,78,78,77,89,80.65,633.3,Yes
52,70,1,89,89,60,89,78,68,89,89,89,78,78,89,79,89,74.85,4456.35,No
49,77,1,78,78,18,89,89,70,78,78,78,78,89,89,77,89,95.45,1752.55,Yes
56,70,0,89,89,63,89,89,70,89,78,78,89,89,89,79,89,99.65,6311.2,No
53,77,1,89,89,66,89,89,70,78,89,89,78,89,89,79,89,108.45,7076.35,No
51,70,0,89,89,34,89,89,78,78,78,78,89,78,78,84,78,24.95,894.3,No
53,70,0,78,78,72,89,89,70,78,78,89,78,89,89,84,89,107.5,7853.7,No
48,70,0,89,78,47,89,89,70,78,78,89,78,89,89,77,89,100.5,4707.1,No
49,77,0,78,78,60,89,89,70,78,89,78,78,89,78,77,89,89.9,5450.7,No
48,77,0,89,78,72,78,98,68,89,89,89,89,78,78,84,78,42.1,2962,No
48,70,0,89,89,18,89,78,68,78,78,89,78,78,78,79,89,54.4,957.1,No
53,70,0,78,78,9,89,89,70,78,78,78,89,89,89,77,78,94.4,857.25,Yes
53,70,0,78,78,3,89,78,68,78,89,78,78,89,89,77,89,75.3,244.1,No
56,77,0,89,78,47,89,89,70,78,89,78,89,78,78,79,89,78.9,3650.35,No
51,70,0,78,78,31,89,78,68,78,89,89,78,89,89,84,78,79.2,2497.2,No
51,70,0,89,89,50,89,78,78,78,78,78,78,78,78,84,78,20.15,930.9,No
55,77,0,78,78,10,89,78,70,89,78,89,89,78,78,77,89,79.85,887.35,No
50,77,0,78,78,1,89,78,68,78,78,78,78,78,78,77,78,49.05,49.05,No
48,70,0,89,89,52,89,78,78,78,78,78,89,78,78,79,89,20.4,1090.65,No
49,77,1,89,89,64,89,89,70,89,78,89,78,89,89,84,89,111.6,7099,No
56,77,0,89,89,62,89,89,78,78,78,78,89,78,78,84,89,24.25,1424.6,No
53,70,0,78,89,3,89,78,68,89,78,78,78,78,89,77,89,64.5,177.4,No
50,70,1,78,78,56,89,89,70,89,89,89,78,89,89,79,78,110.5,6139.5,No
54,70,0,78,78,46,89,78,68,78,78,78,78,78,89,79,78,55.65,2688.85,No
53,70,0,89,89,8,89,78,68,89,89,78,78,78,78,77,78,54.65,482.25,No
48,77,1,78,78,30,89,78,68,89,89,78,78,89,89,77,89,74.75,2111.3,No
51,70,0,89,89,45,89,89,78,78,78,78,78,78,78,79,89,25.9,1216.6,No
53,70,0,78,89,1,89,78,70,78,78,78,78,89,78,77,89,79.35,79.35,Yes
56,70,0,89,89,11,78,98,68,89,78,78,78,89,89,77,78,50.55,565.35,No
57,70,0,89,78,7,89,78,70,78,78,89,89,78,78,77,89,75.15,496.9,Yes
57,70,0,78,78,42,89,78,70,78,89,89,78,89,89,77,89,103.8,4327.5,No
48,70,0,89,78,49,89,78,78,78,78,78,78,78,78,84,89,20.15,973.35,No
52,77,0,78,78,9,89,89,70,78,89,78,78,89,89,77,89,99.3,918.75,No
52,70,0,89,78,35,89,78,68,89,78,78,78,89,78,79,89,62.15,2215.45,No
49,70,0,89,89,48,89,78,78,78,78,78,78,78,78,84,78,20.65,1057,No
50,70,0,89,89,46,89,78,78,78,78,78,78,78,78,84,89,19.95,927.1,No
51,77,0,89,78,29,78,98,68,78,78,78,78,89,78,77,78,33.75,1009.25,No
52,77,0,89,89,30,89,78,70,78,89,89,89,78,78,77,78,82.05,2570.2,No
50,77,1,78,78,1,89,78,70,78,78,78,89,78,78,77,78,74.7,74.7,No
55,77,0,89,89,66,89,89,68,89,78,89,78,89,89,84,89,84,5714.25,No
54,70,0,78,78,65,89,89,70,89,89,89,78,89,89,77,89,111.05,7107,No
57,77,0,78,78,72,89,89,70,78,89,89,78,89,89,84,89,100.9,7459.05,No
56,70,0,78,78,12,89,89,70,89,78,78,89,78,78,77,89,78.95,927.35,Yes
57,77,0,89,89,71,89,89,68,89,89,78,78,78,78,79,89,66.85,4748.7,No
48,77,0,78,78,5,89,78,78,78,78,78,78,78,78,77,78,21.05,113.85,Yes
51,77,0,78,78,52,89,78,78,78,78,78,78,78,78,84,78,21,1107.2,No
52,70,1,89,78,25,89,78,70,78,89,89,78,89,89,77,89,98.5,2514.5,Yes
54,77,0,78,78,1,89,78,78,78,78,78,78,78,78,77,78,20.2,20.2,No
51,70,0,89,89,1,89,78,78,78,78,78,89,78,78,77,78,19.45,19.45,No
55,77,0,78,78,38,89,89,70,78,78,89,78,89,78,79,78,95,3605.6,No
53,70,1,89,78,66,78,98,68,78,89,89,89,89,78,79,78,45.55,3027.25,No
51,77,0,89,78,68,89,89,70,78,89,89,78,89,89,84,89,110,7611.85,Yes
54,77,0,78,78,5,78,98,68,78,78,78,78,78,78,77,78,24.3,100.2,No
54,70,0,89,89,72,89,89,70,89,89,78,78,89,89,79,89,104.15,7303.05,No
57,70,0,78,78,32,78,98,68,89,78,78,78,78,78,79,78,30.15,927.65,No
56,77,0,78,78,43,89,89,70,78,78,78,78,89,89,79,78,94.35,3921.3,No
50,77,0,89,89,72,89,78,78,78,78,78,78,78,78,84,78,19.4,1363.25,No
48,77,0,89,78,55,89,89,70,89,89,78,89,89,78,77,89,96.75,5238.9,Yes
52,70,0,78,78,52,89,78,68,89,78,89,78,78,78,79,78,57.95,3042.25,No
53,70,0,78,78,43,89,78,70,78,89,89,78,89,78,77,89,91.65,3954.1,No
52,70,1,89,78,37,89,89,70,78,78,78,89,78,78,77,89,76.5,2868.15,Yes
53,70,0,89,89,64,78,98,68,78,89,78,78,89,89,84,89,54.6,3423.5,No
51,77,0,89,89,3,89,78,70,89,89,78,78,89,78,77,78,89.85,248.4,No
57,70,0,78,78,36,78,98,68,89,78,78,78,78,78,84,78,31.05,1126.35,No
53,70,0,89,89,10,89,89,70,89,78,78,78,89,89,77,89,100.25,1064.65,Yes
56,70,0,78,78,41,89,78,78,78,78,78,89,78,78,84,78,20.65,835.15,No
57,77,0,89,89,27,89,89,70,78,89,78,78,78,78,77,89,85.2,2151.6,No
49,70,0,89,89,56,89,89,70,78,78,89,78,89,89,79,89,99.8,5515.45,No
50,70,0,78,78,6,89,78,78,78,78,78,78,78,78,77,78,20.7,112.75,No
48,77,0,78,78,3,89,89,70,78,78,78,78,78,78,77,89,74.4,229.55,Yes
54,70,0,89,89,7,89,78,68,89,78,78,78,78,78,77,78,50.7,350.35,No
55,70,0,89,89,4,89,78,78,78,78,78,89,78,78,77,78,20.85,62.9,No
52,77,0,78,78,33,89,78,70,89,78,78,78,89,78,84,89,88.95,3027.65,No
52,70,1,78,78,27,89,89,70,78,78,89,78,78,78,77,89,78.05,2135.5,Yes
54,77,0,89,78,72,89,89,78,78,78,78,78,78,78,84,89,23.55,1723.95,No
51,77,0,78,78,1,89,78,78,78,78,78,78,78,78,77,78,19.75,19.75,No
50,77,1,78,78,71,78,98,68,89,89,78,78,89,89,79,89,56.45,3985.35,No
50,70,0,78,78,13,89,89,70,78,78,78,78,78,89,77,89,85.95,1215.65,No
54,70,0,89,89,25,78,98,68,89,89,89,89,89,89,77,89,58.6,1502.65,Yes
56,77,0,78,78,67,89,78,68,78,78,78,78,78,78,84,78,50.55,3260.1,No
51,77,0,78,78,1,78,98,68,78,78,78,78,78,89,77,89,35.45,35.45,Yes
50,77,0,78,78,2,89,78,68,78,78,78,78,78,78,77,78,44.35,81.25,Yes
55,70,0,78,78,43,89,89,78,78,78,78,78,78,78,84,89,25.7,1188.2,No
55,70,0,78,78,23,89,78,70,89,78,78,78,78,78,77,89,75,1778.5,No
51,70,0,89,89,64,89,78,78,78,78,78,78,78,78,84,78,20.2,1277.75,No
54,77,0,78,89,57,89,78,78,78,78,78,78,78,78,84,89,19.6,1170.55,No
48,70,1,89,78,1,89,78,70,78,78,78,89,78,78,77,89,70.45,70.45,Yes
51,70,1,89,89,72,89,89,68,89,89,89,89,89,89,84,89,88.05,6425.65,No
52,70,0,78,78,8,89,89,68,89,78,78,78,78,89,77,78,71.15,563.65,Yes
49,70,0,89,78,61,89,89,70,78,89,78,78,89,89,84,89,101.05,5971.25,No
50,77,0,78,78,64,89,89,70,89,89,78,78,78,78,79,89,84.3,5289.05,No
49,77,1,89,78,71,89,89,78,78,78,78,89,78,78,84,78,23.95,1756.2,No
53,70,0,89,89,65,89,89,70,89,89,78,78,89,78,84,89,99.05,6416.7,No
54,77,0,78,78,3,89,78,78,78,78,78,78,78,78,79,78,19.6,61.35,No
50,77,0,78,78,1,89,78,68,78,78,78,78,78,78,77,89,45.65,45.65,Yes
54,77,0,78,89,30,89,78,68,78,89,89,89,89,78,79,78,64.5,1929.95,No
51,77,0,89,89,15,89,78,68,78,89,89,89,78,89,77,89,69.5,1071.4,No
51,70,0,89,89,8,89,78,68,78,78,78,78,89,89,77,89,68.55,564.35,No
51,77,0,78,78,7,89,89,70,78,78,78,78,89,89,77,78,95,655.5,Yes
49,70,0,89,89,70,89,89,70,89,89,89,89,89,89,79,89,108.15,7930.55,No
57,77,0,89,89,62,89,78,68,89,89,89,78,89,89,84,78,86.1,5215.25,No
51,70,0,89,89,6,89,78,78,78,78,78,78,78,78,77,78,19.7,113.5,No
54,70,0,89,89,14,89,78,70,78,78,78,78,78,89,77,89,80.9,1152.8,No
57,70,0,78,78,22,89,89,70,78,78,78,78,89,78,77,89,84.15,1821.95,No
50,77,0,89,89,22,89,78,78,78,78,78,78,78,78,79,78,20.15,419.9,No
54,77,0,89,89,16,89,78,68,89,78,89,78,89,78,84,78,64.25,1024,No
55,77,0,78,78,10,89,89,78,78,78,78,78,78,78,84,78,25.7,251.6,No
56,70,0,78,89,13,89,78,68,89,89,78,78,78,78,77,89,56,764.55,No
48,70,0,89,78,20,89,89,70,89,78,78,78,78,78,77,78,82.4,1592.35,Yes
52,70,0,78,78,2,89,78,70,78,78,78,89,78,78,77,89,69.7,135.2,No
52,77,0,78,78,53,89,89,68,78,89,89,78,78,89,84,89,73.9,3958.25,No
50,70,0,89,89,11,89,78,78,78,78,78,78,78,78,79,78,20.6,233.9,No
54,77,0,89,78,69,89,78,78,78,78,78,78,78,78,84,78,19.9,1363.45,No
51,70,0,78,78,4,89,78,70,78,78,78,89,78,78,77,89,70.9,273,Yes
53,77,0,89,78,72,89,89,68,89,89,89,78,89,89,84,89,89.05,6254.45,No
51,77,1,89,78,58,78,98,68,78,89,89,78,78,89,77,89,45.3,2651.2,Yes
49,70,0,89,89,16,89,78,78,78,78,78,89,78,78,77,78,20.4,321.4,No
55,77,0,89,78,43,89,78,70,89,78,89,89,78,78,79,89,84.25,3539.25,No
49,70,0,89,78,2,89,89,70,78,78,89,89,89,89,77,89,104.4,242.8,Yes
54,77,0,89,78,14,89,78,68,78,89,89,78,89,89,84,78,81.95,1181.75,No
48,70,0,89,78,53,89,78,70,78,78,89,78,89,89,79,89,94.85,5000.2,Yes
53,70,0,78,78,32,89,78,78,78,78,78,78,78,78,79,78,20.55,654.55,No
49,70,0,89,78,34,89,89,78,78,78,78,78,78,78,77,78,24.7,780.2,No
50,70,1,78,78,15,89,89,70,78,78,78,78,78,78,77,89,74.45,1145.7,Yes
50,70,1,78,78,7,89,78,70,89,78,78,78,78,78,77,78,76.45,503.6,Yes
53,70,0,89,89,15,89,89,70,78,89,89,78,89,89,77,89,105.35,1559.25,No
51,77,0,89,78,61,89,78,78,78,78,78,78,78,78,79,89,20.55,1252,No
54,70,0,78,78,1,78,98,68,78,89,78,78,78,78,77,78,29.95,29.95,Yes
54,70,0,78,78,1,89,78,68,78,78,78,78,78,78,77,78,45.3,45.3,No
57,77,0,78,78,8,89,89,70,78,78,78,78,78,89,77,78,84.5,662.65,Yes
53,77,0,89,89,33,89,78,68,89,78,89,78,89,89,79,78,74.75,2453.3,No
49,70,0,78,78,13,89,78,70,78,89,89,78,78,78,77,89,79.25,1111.65,Yes
49,70,0,89,78,1,78,98,68,78,78,78,78,78,78,77,89,24.8,24.8,Yes
52,77,0,78,78,20,89,78,68,78,89,78,89,78,78,77,89,51.8,1023.85,No
56,77,0,78,78,3,78,98,68,78,78,78,78,78,78,77,78,30.4,82.15,No
48,70,0,78,78,13,89,78,78,78,78,78,78,78,78,79,78,19.65,244.8,No
56,70,0,89,78,40,89,89,68,78,89,78,89,78,78,77,78,56.6,2379.1,No
55,77,0,89,89,43,89,89,68,89,78,78,78,78,89,79,89,71.9,3173.35,No
50,77,0,89,78,6,89,78,70,78,89,89,78,78,89,77,89,91,531,Yes
50,70,0,89,89,69,89,78,78,78,78,78,78,78,78,84,78,19.75,1375.4,No
57,70,0,89,89,72,89,89,70,89,89,89,78,89,89,84,78,109.7,8129.3,No
50,77,0,89,89,59,89,78,78,78,78,78,89,78,78,84,78,19.3,1192.7,No
50,70,0,89,78,20,89,78,70,89,89,78,78,89,78,77,89,96.55,1901.65,No
57,77,0,89,89,24,89,89,78,78,78,78,89,78,78,84,89,24.1,587.4,No
54,77,0,78,78,59,89,89,70,78,89,89,89,89,89,77,89,111.35,6519.75,No
55,77,0,89,89,72,89,89,70,78,89,89,78,89,89,84,89,112.25,8041.65,No
51,77,0,78,89,1,89,78,78,78,78,78,89,78,78,77,78,20.75,20.75,No
57,70,0,89,78,27,89,78,70,89,78,78,89,89,89,79,89,101.9,2681.15,No
56,70,0,78,78,14,89,78,70,78,89,78,78,78,78,77,89,80.05,1112.3,No
51,77,0,89,89,71,89,89,70,89,78,89,78,89,89,84,78,105.55,7405.5,No
55,77,0,78,89,13,89,78,70,78,78,78,78,89,78,77,89,78.3,1033.95,No
57,77,0,78,78,44,89,78,70,78,78,78,89,78,78,77,78,68.85,2958.95,No
55,70,0,78,78,33,89,78,70,78,89,78,89,78,78,79,89,79.95,2684.85,No
54,77,0,89,89,72,78,98,68,89,89,89,78,78,89,84,89,55.45,4179.2,No
49,77,0,78,78,1,89,78,70,78,78,78,89,78,89,77,78,79.9,79.9,Yes
55,70,0,78,78,19,89,78,70,89,78,89,89,89,89,77,89,106.6,1934.45,Yes
49,77,0,89,78,64,89,78,70,78,89,89,78,89,89,79,89,102.45,6654.1,No
55,77,0,78,78,2,89,78,68,78,78,78,78,78,78,77,89,46,84.5,Yes
52,70,0,78,78,1,78,98,68,78,78,78,78,78,78,77,78,25.25,25.25,No
55,77,0,78,89,61,89,78,78,78,78,78,78,78,78,84,78,19.75,1124.2,No
52,70,0,89,89,29,89,78,78,78,78,78,78,78,78,79,78,20,540.05,No
50,77,1,89,78,23,89,89,70,78,78,78,78,78,89,77,78,86.8,1975.85,No
48,70,0,89,78,57,78,98,68,89,89,89,89,89,89,77,89,58.75,3437.45,No
57,77,0,89,89,72,78,98,68,89,89,89,89,78,78,84,78,45.25,3139.8,No
48,77,0,89,78,66,78,98,68,89,89,89,89,89,78,84,89,56.6,3789.2,No
50,77,0,89,89,65,89,89,68,78,89,89,78,89,89,84,89,84.2,5324.5,No
54,70,0,78,78,8,89,78,70,78,78,78,78,89,78,77,89,80,624.6,No
57,70,0,78,78,4,89,78,70,78,78,78,78,78,78,77,89,70.15,268.35,Yes
52,70,0,89,78,71,89,89,78,78,78,78,78,78,78,84,78,24.75,1836.9,No
54,77,0,89,89,1,89,78,78,78,78,78,89,78,78,79,89,20.2,20.2,No
48,77,0,89,78,4,89,78,68,78,78,78,78,78,78,77,78,50.05,179.35,Yes
53,70,0,78,78,12,89,78,78,78,78,78,78,78,78,79,89,19.35,219.35,No
54,77,0,78,78,24,78,98,68,89,78,78,89,89,89,79,89,50.6,1288.75,No
54,70,0,89,89,31,89,78,68,89,78,89,78,89,89,79,89,81.15,2545.75,No
50,70,0,89,78,1,89,78,68,78,78,78,89,89,78,77,78,55.2,55.2,Yes
52,77,0,78,78,30,89,89,70,78,78,78,89,78,89,77,89,89.9,2723.15,No
48,70,0,89,89,47,89,89,68,89,89,78,89,89,89,84,89,85.3,4107.25,No
50,77,0,78,78,54,89,89,70,89,89,78,89,89,89,84,89,108,5760.65,No
51,77,0,78,78,50,89,78,70,89,89,78,78,78,89,77,89,93.5,4747.5,No
56,77,0,78,78,1,89,78,70,89,78,78,78,78,89,77,89,84.6,84.6,Yes
55,70,0,78,78,72,89,78,78,78,78,78,78,78,78,84,78,20.25,1566.9,No
49,70,0,78,78,29,89,89,78,78,78,78,78,78,78,77,78,25.15,702,No
49,77,0,78,78,2,89,89,68,78,89,78,89,78,78,77,89,54.4,114.1,Yes
48,70,0,78,78,10,78,98,68,78,78,78,78,78,78,84,89,29.6,299.05,No
57,77,0,89,78,18,89,89,70,78,78,78,78,78,78,77,89,73.15,1305.95,No
48,70,1,78,78,11,89,78,70,78,89,78,78,89,89,77,89,95,1120.3,Yes
57,77,0,78,78,16,89,78,78,78,78,78,89,78,78,84,78,19.75,284.35,No
55,70,0,78,78,72,89,89,68,78,89,89,89,89,89,84,78,86.6,6350.5,No
54,77,0,78,78,72,89,89,70,78,89,89,89,89,89,84,78,109.2,7878.3,No
55,70,0,89,89,41,89,78,68,89,78,78,78,89,89,79,89,74.7,3187.65,No
57,70,1,89,78,65,89,78,70,89,89,89,78,78,89,77,78,94.4,6126.15,No
52,70,1,78,78,13,89,78,68,78,89,89,78,78,78,77,89,54.8,731.3,No
48,77,1,78,78,4,89,78,70,89,78,78,78,78,78,77,78,75.35,273.4,No
48,77,0,78,78,41,89,89,68,78,78,89,78,78,89,79,78,65,2531.8,No
57,77,1,78,78,15,89,78,70,78,89,78,78,78,78,77,89,74.4,1074.3,Yes
48,77,0,78,78,1,89,78,68,89,78,78,78,78,78,77,89,48.55,48.55,Yes
48,77,0,78,78,42,89,89,70,89,89,89,78,78,89,79,89,99,4298.45,No
52,70,0,89,78,51,89,78,70,89,89,89,78,89,78,79,89,93.5,4619.55,No
52,70,0,89,89,2,89,78,70,78,78,78,78,78,78,77,78,70.4,147.15,Yes
57,77,1,89,78,1,78,98,68,78,89,78,89,89,78,77,78,40.2,40.2,Yes
51,77,0,78,89,32,89,89,68,78,89,89,78,89,89,79,78,83.7,2633.3,No
51,77,0,78,78,10,89,78,78,78,78,78,89,78,78,77,89,19.85,193.05,No
52,70,0,89,89,67,78,98,68,78,89,89,89,89,89,84,89,59.55,4103.9,No
55,70,0,89,89,61,89,89,70,89,89,89,89,89,89,84,78,115.1,7008.15,No
54,77,0,78,78,50,89,89,70,89,89,89,78,89,89,79,78,114.35,5791.1,No
52,70,0,89,78,2,89,78,68,78,78,78,78,78,78,77,89,44.6,80.55,Yes
53,70,1,89,78,29,78,98,68,89,78,89,78,78,89,77,89,45,1228.65,No
55,77,1,78,78,3,78,98,68,78,78,89,78,78,89,77,89,41.15,132.2,Yes
51,77,1,78,78,13,89,89,70,78,89,89,78,89,89,77,89,106.9,1364.3,Yes
55,77,1,89,78,57,89,89,70,78,89,78,89,78,89,77,89,89.85,4925.35,No
55,70,0,78,78,31,78,98,68,89,89,78,89,78,89,84,89,49.85,1520.1,No
49,70,0,89,78,45,89,89,70,89,89,89,89,89,89,79,78,113.3,5032.25,No
48,70,0,89,89,61,89,89,68,89,89,89,78,89,89,84,78,88.1,5526.75,No
54,77,0,78,78,50,89,89,78,78,78,78,89,78,78,84,78,24.9,1195.25,No
51,70,1,78,78,19,89,78,70,89,89,78,78,89,89,77,89,105,2007.25,No
54,77,0,78,78,59,89,78,78,78,78,78,78,78,78,84,78,19.35,1099.6,Yes
55,70,0,89,78,71,89,89,78,78,78,78,89,78,78,84,89,24.25,1732.95,No
52,70,1,78,78,16,89,78,70,78,78,78,89,89,89,77,89,94.45,1511.2,Yes
55,77,0,89,78,57,89,78,68,89,89,78,78,78,78,84,89,59.75,3450.15,No
54,77,0,78,78,1,78,98,68,78,78,78,89,78,78,77,78,24.8,24.8,Yes
52,77,1,89,78,20,89,89,70,78,89,78,78,89,89,77,78,107.05,2172.05,No
53,77,0,78,78,1,89,78,70,78,78,78,89,78,78,77,78,70.6,70.6,Yes
54,77,0,89,78,5,89,89,70,78,89,78,78,78,78,77,89,85.4,401.1,Yes
52,70,0,89,78,52,89,89,70,78,89,89,78,89,89,77,89,105.05,5624.85,Yes
51,77,1,89,78,21,89,78,68,89,89,78,89,78,89,77,89,64.95,1339.8,No
56,77,0,78,78,14,78,98,68,78,78,89,78,89,89,77,89,55,771.95,No
52,70,0,78,78,5,89,78,68,78,89,78,78,78,78,77,78,50.55,244.75,No
48,70,0,78,78,6,89,78,68,89,89,78,78,78,78,77,78,55.15,322.9,No
56,70,0,78,78,10,89,78,68,78,89,78,78,78,78,77,78,51.2,498.25,No
50,70,0,78,89,1,89,89,78,78,78,78,78,78,78,77,78,25.4,25.4,No
57,70,0,78,78,68,89,89,68,89,78,78,78,78,78,77,78,54.45,3687.75,No
57,77,0,89,89,18,89,78,70,78,78,89,78,89,89,77,78,95.15,1779.95,Yes
54,70,0,78,78,22,89,89,70,78,78,78,78,78,78,79,89,76,1783.6,No
51,70,0,78,78,20,89,78,68,78,78,78,78,78,78,77,89,44.35,927.15,No
53,77,0,89,78,1,89,78,70,78,78,78,78,78,78,77,78,70,70,Yes
51,77,1,78,78,8,89,78,70,78,89,78,78,78,78,77,89,74.5,606.55,Yes
51,77,0,78,78,10,89,78,68,78,78,78,78,78,78,77,89,44.85,435.4,Yes
55,77,1,78,78,24,89,89,70,78,78,78,78,78,78,77,89,76.1,1712.7,Yes
51,77,0,78,78,35,89,78,68,89,89,89,89,78,78,79,78,61.2,2021.2,No
50,77,0,89,89,23,89,78,70,78,89,89,78,78,78,79,78,86.8,1940.8,No
52,70,1,78,78,6,89,78,70,78,78,78,78,89,89,77,89,89.35,567.8,No
49,70,0,78,78,12,89,78,78,78,78,78,78,78,78,77,78,19.7,220.35,No
56,77,0,78,78,1,89,78,78,78,78,78,78,78,78,77,78,20.25,20.25,No
54,70,0,89,89,71,89,78,70,78,78,89,78,78,78,84,78,76.05,5436.45,No
54,77,1,89,78,35,89,89,70,78,78,89,78,89,89,77,89,100.8,3437.5,No
50,77,0,89,89,40,89,89,68,78,78,89,78,89,89,77,89,74.55,3015.75,No
54,70,0,78,89,1,89,78,70,89,78,78,78,78,78,77,89,73.6,73.6,Yes
48,77,0,78,78,23,89,78,68,78,78,78,78,89,89,79,89,64.9,1509.8,No
56,70,1,78,78,4,89,89,70,78,78,78,89,89,89,77,89,95.45,396.1,Yes
56,77,0,78,78,4,89,78,70,78,78,89,89,78,89,77,89,90.4,356.65,No
56,70,0,89,89,68,78,98,68,78,89,89,78,89,89,84,78,60.3,4109,No
50,77,0,78,89,38,89,89,70,78,89,78,78,78,78,77,89,81.85,3141.7,No
49,77,0,89,89,52,89,89,78,78,78,78,78,78,78,84,78,24.8,1229.1,No
